TopicID,TopicName,Level1_Category,Level2_Category,Level3_Category,Level4_Category
671,Microfabrication And Mems,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
1123,Microfluidics,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.3 Medical Devices & Instrumentation,
839,Microcavities,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
838,Microresonators,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
901,Microwave,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
902,Millimeter-Wave,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
984,Photodetector,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
908,Rf-Mems,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
382,Sensors And Instrumentation,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
900,Terahertz,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.4 Laser Technology,
1133,Thermoelectrics,4. Electrical & Electronics Engineering,4.4 Power & Energy Systems,4.4.2 Energy Storage,
405,Thin-Film And Flexible Devices,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.2 Nanoelectronics,
956,Visible Light Communications,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
1273,Catalysis,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
105,Catalysis,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
106,Electrocatalysis,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
1103,Electrochemistry,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.1 Energy Systems,
549,Energy Conconversion,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.1 Energy Systems,
192,Energy Geotechnics,6. Civil & Environmental Engineering,6.4 Geotechnical Engineering,6.4.1 Soil Mechanics,
583,Energy Transport And Conversion,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.3 Thermodynamics,
1250,Heterogeneous Catalysis,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
1155,Heterogeneous Catalysis,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
867,Hydrogen,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
518,Hydrogen Embrittlement,3. Materials Science & Engineering,3.5 Structural Materials,3.5.4 Materials Degradation,
1105,Inhibitors,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
132,Reaction Engineering,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
797,Solid-Liquid Interaction,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.4 Transport Phenomena,
1194,Soot,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.4 Combustion,
978,Asset Management,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.2 Financial Engineering,
713,Asset Management And Portfolio Design,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.2 Financial Engineering,
1011,Bayesian Theory,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.3 Statistics,
502,Behavioral Decision-Making,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.4 Decision Analysis,
181,Behavioral Science,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
1012,Decision Theory,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.4 Decision Analysis,
988,Econometrics,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.3 Economic Analysis,
949,EconomiCS Of Information,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.3 Economic Analysis,
38,Entrepreneurship,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.1 Business Analytics,
366,Game Theory,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.4 Decision Analysis,
976,Investment Management,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.2 Financial Engineering,
1013,Forecasting Theory,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.4 Decision Analysis,
733,Sports Analytics,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.1 Business Analytics,
1079,Alternative Grading,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.2 Educational Innovation,
328,Behavioral Sensing,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.3 Ubiquitous Computing,
1231,Conflict Resolution,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
461,Critical Methodologies,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1228,Deliberative Democracy,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
292,Digital Humanities,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
457,Ethnography,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
876,Futures Studies,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.3 Innovation Studies,
496,Global Cultural Studies,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
753,Leadership,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.4 Professional Development,
465,Media Studies Speculative Fiction,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
750,Motivation,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
751,Person-Situation Dynamics,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
333,Positive Computing,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.4 Digital Well-being,
974,Rural Development,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.3 Innovation Studies,
1130,Science Fiction,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1275,Socialization,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
1276,Sense Of Belonging,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
484,The Lego(R) Group'S Design Values,5. Mechanical & Aerospace Engineering,5.4 Design & Manufacturing,5.4.1 Engineering Design,
837,Transhumanism,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.4 History of Technology,
1179,American Math Soc,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.1 Applied Mathematics,
802,Crime Linkage,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
962,Cps,4. Electrical & Electronics Engineering,4.5 Control Systems & Robotics,4.5.4 Cyber-Physical Systems,
748,Data Assimilation Adjoints,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.2 Computational Mathematics,
507,Density Functional Theory,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.4 Computational Materials,
668,Design Of Personnel Protective Equipment,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.2 Safety Engineering,
899,Digital Image Correlation,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
771,Digital Twin,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.2 Systems Design,
173,Digital Twins,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.2 Systems Design,
1291,Engineering,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.1 Engineering Education,
691,Engineering Mechanics,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.1 Structural Mechanics,
1240,Engineering Pedagogy,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.2 Educational Innovation,
1173,Engineering Studies,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.1 Engineering Education,
1149,Epitaxy,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.3 Thin Films & Coatings,
801,Event Forecasting,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
800,Event Prediction,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
191,Field Instrumentation,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.1 Construction Management,
598,Fire Initiation Propagation,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.3 Building Systems,
919,First-Principles,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.4 Computational Materials,
1034,Flipping Frenemies,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.2 Educational Technology,
578,Geometric Data Analysis,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
1242,Gw-Bse,9. Interdisciplinary & Emerging Fields,9.2 Physics & Applied Physics,9.2.3 Quantum Systems,
631,Haptics,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
827,Infectious Disease,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
1092,Infectious Disease,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
1073,Industrial Ecology,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
1137,Labor,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.4 Industrial Organization,
938,Laboratory Ethnography,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1061,Lean,8. Industrial & Systems Engineering,8.3 Manufacturing Systems,8.3.1 Manufacturing Systems,
808,Life Cycle Assessment,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
202,Life Cycle Assessment,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
1050,Life Saving Techniques,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
790,Magnesium,3. Materials Science & Engineering,3.5 Structural Materials,3.5.1 Metals & Alloys,
768,Molecular Beam Epitaxy,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.3 Thin Films & Coatings,
1254,Multimodal Displays,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
30,Musculoskeletal Diseases,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
1238,Nanoscience,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.4 Nanomaterials,
1128,Nbic,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.3 Innovation Studies,
154,Negative Emissions,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
407,Neuromorphic Computing,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.2 Nanoelectronics,
1095,Operations,8. Industrial & Systems Engineering,8.3 Manufacturing Systems,8.3.1 Manufacturing Systems,
1285,Photoelectrochemistry,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
218,Polio Eradication,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
1224,Remote Sensing,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
926,Serious Games,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
870,Shape Analysis,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
828,Signal Transduction,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
561,Combinatorial Synthesis,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
1167,Communications,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.4 Communication Systems,
216,Connected And Automated Vehicles,6. Civil & Environmental Engineering,6.2 Transportation Engineering,6.2.3 Intelligent Transportation,
1255,Tactile,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
793,Texture,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.1 Microscopy & Imaging,
856,Tomography,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.1 Microscopy & Imaging,
662,Tomography,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.1 Microscopy & Imaging,
219,Tracking Immunity Virus Shedding,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
803,Transplant Analytics,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.3 Medical Informatics,
925,Xafs,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.2 Spectroscopy,
767,Xps,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.2 Spectroscopy,
1263,Science,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1267,Sub-Threshold,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.3 VLSI & Circuits,
1019,III-Nitride,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
