CourseID,InstructorID,Semesters
391,168,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019"
391,150,"Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019"
392,166,"Fall 2024,Spring 2024,Fall 2023"
393,106,Fall 2024
393,174,Spring 2024
393,197,Spring 2024
394,164,"Fall 2024,Fall 2023"
394,192,Spring 2024
395,201,"Fall 2024,Fall 2022,Fall 2021"
395,167,"Fall 2023,Fall 2020,Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Spring 2015,Spring 2014"
396,166,"Spring 2024,Spring 2023,Spring 2022"
397,202,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2018"
398,198,"Spring 2024,Spring 2023,Spring 2022,Spring 2019,Spring 2018,Spring 2017"
399,172,"Spring 2024,Spring 2023,Fall 2014,Fall 2013,Fall 2011,Fall 2010,Fall 2009"
399,193,"Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Fall 2015,Fall 2012"
401,190,"Fall 2024,Fall 2023,Spring 2023,Fall 2022,Spring 2022"
401,196,"Fall 2024,Spring 2020,Spring 2019,Spring 2018"
401,117,"Spring 2024,Spring 2023,Spring 2021,Spring 2020"
401,106,Spring 2024
401,202,"Fall 2023,Spring 2023,Fall 2022,Spring 2022,Spring 2018,Spring 2017"
401,191,"Spring 2023,Spring 2022,Spring 2021,Spring 2020"
401,168,"Spring 2023,Spring 2021,Spring 2018"
401,199,Spring 2022
401,126,"Spring 2021,Spring 2020"
401,162,Spring 2021
401,178,"Spring 2016,Spring 2014"
401,171,Spring 2016
401,193,"Spring 2015,Spring 2014"
401,169,Spring 2011
402,193,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Spring 2016"
402,167,"Spring 2019,Spring 2017,Spring 2016"
403,170,"Spring 2024,Spring 2023,Fall 2021,Fall 2019,Fall 2018,Spring 2018,Spring 2017,Spring 2015"
403,199,Spring 2024
404,109,"Spring 2024,Spring 2023"
404,164,"Fall 2021,Spring 2019,Spring 2014"
404,192,Spring 2020
405,202,"Fall 2024,Fall 2023,Spring 2023,Fall 2022"
405,192,"Fall 2024,Fall 2023,Spring 2023,Fall 2022,Spring 2022,Fall 2021"
405,198,"Fall 2024,Fall 2023,Spring 2023,Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2012,Fall 2011,Fall 2010,Fall 2009"
405,183,Fall 2024
405,164,"Fall 2024,Summer 2021,Summer 2020,Summer 2019,Summer 2018,Summer 2017,Summer 2016,Summer 2015,Fall 2014,Summer 2014,Fall 2013,Summer 2013,Fall 2012,Fall 2011"
405,193,"Summer 2024,Summer 2023,Fall 2022,Summer 2022,Fall 2021,Summer 2021,Summer 2020,Fall 2019,Summer 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Spring 2014,Fall 2012,Fall 2011"
405,167,"Summer 2024,Spring 2023,Fall 2022"
405,172,Summer 2024
405,201,"Spring 2024,Spring 2023"
405,165,Fall 2022
405,199,Fall 2022
405,170,"Summer 2021,Fall 2020,Summer 2020,Summer 2019,Summer 2018,Summer 2017,Fall 2016,Summer 2016,Summer 2015"
405,85,"Summer 2021,Summer 2020"
405,181,Fall 2020
405,195,"Fall 2019,Fall 2016,Fall 2015,Spring 2014"
405,179,"Spring 2018,Fall 2017,Fall 2012,Fall 2011,Fall 2010,Fall 2009"
405,171,"Fall 2017,Fall 2012,Fall 2011"
405,185,Fall 2015
405,178,"Fall 2014,Fall 2013,Fall 2012,Spring 2012,Fall 2011,Spring 2011,Spring 2010"
405,189,"Fall 2014,Fall 2012,Fall 2011"
405,144,"Fall 2012,Fall 2011"
405,269,"Fall 2012,Fall 2011"
406,166,Spring 2024
406,179,"Spring 2024,Spring 2022,Spring 2019,Spring 2012,Spring 2011,Spring 2010"
406,183,Spring 2024
406,164,"Summer 2021,Summer 2020,Summer 2019,Summer 2018,Summer 2017,Spring 2017,Summer 2016,Summer 2015,Spring 2015,Summer 2014,Spring 2014,Summer 2013,Spring 2013"
406,167,"Summer 2021,Spring 2021,Summer 2020,Spring 2020,Summer 2019,Summer 2018,Spring 2018,Fall 2017,Summer 2017,Spring 2017,Fall 2016,Summer 2016,Spring 2015"
406,170,Spring 2021
406,195,"Spring 2021,Spring 2020,Spring 2017,Fall 2012,Spring 2012,Fall 2011,Spring 2011,Fall 2010,Spring 2010,Fall 2009"
406,168,Spring 2020
406,198,Spring 2018
406,202,"Fall 2017,Spring 2017"
406,172,Spring 2013
406,193,"Spring 2013,Spring 2012"
406,144,Spring 2012
406,269,Spring 2012
408,190,"Spring 2024,Spring 2022,Spring 2021,Spring 2020"
408,171,Spring 2012
409,190,"Fall 2024,Fall 2023"
409,202,"Fall 2023,Fall 2022"
409,181,"Fall 2021,Fall 2020"
410,174,Fall 2024
410,170,"Spring 2024,Fall 2023"
411,197,Fall 2024
411,166,"Spring 2022,Spring 2021"
411,176,Spring 2020
411,189,Spring 2015
412,199,"Fall 2024,Spring 2024"
412,162,"Spring 2024,Spring 2023,Spring 2020"
412,109,"Spring 2022,Spring 2021,Spring 2020,Spring 2019"
412,201,Spring 2019
412,202,Spring 2018
412,198,Fall 2014
412,172,Spring 2012
413,170,"Fall 2024,Fall 2016,Fall 2015,Fall 2014"
413,169,"Fall 2013,Fall 2012,Fall 2011,Fall 2010"
414,198,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Spring 2011,Spring 2010"
414,165,"Fall 2019,Fall 2018"
415,166,"Fall 2024,Spring 2024,Fall 2023,Fall 2020"
415,197,Spring 2024
415,178,Fall 2021
415,193,"Fall 2013,Spring 2013,Spring 2012,Spring 2011,Spring 2010"
416,166,"Fall 2024,Spring 2024,Fall 2023,Spring 2023,Fall 2020"
416,197,Spring 2024
416,178,Fall 2021
417,178,"Fall 2024,Fall 2022,Fall 2021,Fall 2020,Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2010,Fall 2009"
417,195,"Fall 2012,Fall 2011"
418,126,"Fall 2024,Fall 2023,Fall 2021,Fall 2020"
418,168,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019,Fall 2018,Fall 2017,Fall 2016"
418,198,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019"
418,191,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019,Fall 2018"
418,109,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019"
418,193,"Fall 2024,Fall 2023,Fall 2015"
418,92,"Fall 2024,Fall 2023"
418,70,"Fall 2024,Fall 2023"
418,190,"Fall 2024,Fall 2020"
418,30,"Fall 2024,Fall 2018"
418,100,Fall 2024
418,167,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Fall 2016,Fall 2015,Fall 2014,Fall 2013"
418,85,"Spring 2024,Spring 2023,Fall 2021,Fall 2020,Fall 2018,Fall 2017"
418,201,"Spring 2024,Spring 2022,Spring 2021,Spring 2020,Fall 2018"
418,178,Fall 2023
418,162,"Fall 2022,Fall 2021"
418,170,"Fall 2022,Fall 2020"
418,241,"Fall 2022,Fall 2019,Fall 2018"
418,196,"Spring 2022,Spring 2021"
418,172,"Spring 2022,Fall 2019"
418,165,"Fall 2019,Fall 2018"
418,237,"Fall 2019,Fall 2018"
418,179,"Fall 2019,Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2012,Fall 2011,Fall 2010"
418,202,Fall 2017
418,195,Fall 2013
419,183,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Spring 2019,Spring 2018"
419,196,"Fall 2024,Spring 2021,Spring 2020,Spring 2019,Spring 2018"
419,193,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Spring 2014,Spring 2012,Spring 2010"
419,149,"Spring 2024,Spring 2023,Spring 2022,Spring 2021"
419,145,"Spring 2024,Spring 2023"
419,202,"Spring 2024,Fall 2022,Spring 2021,Spring 2019,Spring 2017"
419,179,"Spring 2024,Spring 2023,Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Spring 2016,Spring 2015,Spring 2014,Spring 2013,Spring 2012,Spring 2011,Spring 2010"
419,191,"Spring 2023,Spring 2022,Spring 2021,Spring 2020"
419,168,Spring 2023
419,248,"Spring 2022,Spring 2020"
419,192,"Spring 2022,Spring 2019"
419,126,"Spring 2021,Spring 2020"
419,162,Spring 2021
419,185,"Spring 2019,Spring 2018,Spring 2017,Spring 2016"
419,106,Spring 2017
419,294,Spring 2017
419,178,"Spring 2016,Spring 2014,Spring 2011,Spring 2010"
419,170,Spring 2016
419,169,Spring 2011
420,190,"Fall 2024,Fall 2023,Spring 2023,Fall 2022,Spring 2022,Fall 2021,Spring 2021,Fall 2020"
420,202,"Fall 2023,Spring 2023,Fall 2022,Spring 2022,Fall 2021,Spring 2021,Fall 2020"
420,199,Spring 2022
420,191,Fall 2019
420,109,Fall 2019
420,183,Fall 2018
421,173,"Fall 2024,Fall 2022,Spring 2021,Spring 2020,Spring 2018,Spring 2016,Spring 2015,Spring 2014,Spring 2013,Spring 2010"
422,192,"Fall 2024,Fall 2023,Spring 2023,Fall 2021"
422,171,"Fall 2013,Fall 2012,Spring 2012"
423,276,Fall 2024
423,185,"Fall 2022,Fall 2017,Fall 2016,Fall 2015,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009"
423,196,"Fall 2021,Fall 2020,Fall 2019,Fall 2018"
424,201,"Spring 2024,Spring 2023,Spring 2022"
424,199,Spring 2022
424,176,Spring 2020
424,164,Spring 2018
425,198,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Fall 2019,Spring 2019,Spring 2018,Spring 2017"
426,179,"Spring 2024,Spring 2023,Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017"
426,181,"Spring 2021,Spring 2020"
426,178,"Spring 2011,Spring 2010"
427,198,"Spring 2024,Spring 2023,Spring 2022,Spring 2019,Spring 2018,Spring 2017"
428,164,"Spring 2018,Spring 2017,Spring 2016,Spring 2015,Fall 2011,Spring 2011"
428,169,Fall 2017
428,199,Spring 2017
428,189,"Fall 2014,Spring 2014,Fall 2013,Spring 2013,Fall 2012,Spring 2012,Fall 2010,Spring 2010,Fall 2009"
429,201,"Fall 2023,Fall 2020,Fall 2019"
429,167,"Fall 2022,Fall 2021"
430,166,Spring 2023
430,199,"Fall 2021,Fall 2019"
430,110,Fall 2019
431,166,"Spring 2024,Spring 2023,Spring 2022"
432,178,"Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2018,Spring 2017,Spring 2015,Spring 2013,Spring 2012"
432,199,"Spring 2016,Spring 2014"
433,178,"Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2018,Spring 2017,Spring 2015,Spring 2013,Spring 2012"
433,199,"Spring 2016,Spring 2014"
434,172,"Spring 2024,Spring 2023,Fall 2014,Fall 2013,Fall 2011,Fall 2010,Fall 2009"
434,193,"Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Fall 2015,Fall 2012"
435,166,"Fall 2022,Fall 2021,Spring 2021,Fall 2020,Spring 2020,Fall 2019"
435,199,Spring 2022
435,183,Fall 2019
435,198,"Spring 2015,Fall 2014"
436,174,Fall 2022
436,166,"Spring 2022,Fall 2020"
436,171,"Fall 2015,Fall 2014,Fall 2013,Fall 2010,Fall 2009"
436,213,Fall 2014
437,198,"Fall 2022,Spring 2014"
438,174,Spring 2023
438,170,"Spring 2022,Spring 2021,Spring 2020,Spring 2019"
438,166,Fall 2021
438,171,"Fall 2015,Spring 2015"
438,198,Spring 2012
438,189,Spring 2011
438,169,Spring 2010
439,190,"Spring 2022,Spring 2021,Spring 2020"
439,171,Spring 2012
440,190,"Spring 2024,Spring 2022,Spring 2021,Spring 2020"
440,171,Spring 2012
441,196,"Fall 2021,Fall 2020,Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009"
441,213,Fall 2014
442,170,"Spring 2023,Fall 2021,Fall 2019,Fall 2018,Spring 2018,Spring 2017,Spring 2015"
443,196,"Fall 2021,Fall 2020,Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009"
444,241,"Fall 2023,Fall 2021,Fall 2020"
444,185,"Fall 2013,Spring 2013,Fall 2012"
445,199,"Spring 2023,Spring 2021,Spring 2020,Spring 2019"
445,179,"Spring 2021,Spring 2020"
446,173,"Fall 2023,Fall 2021,Fall 2020,Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009"
447,162,"Fall 2024,Fall 2023,Fall 2020"
447,164,"Fall 2019,Fall 2018,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Spring 2012,Spring 2010"
448,195,"Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Spring 2016,Spring 2014,Spring 2013,Spring 2012,Spring 2011,Spring 2010"
448,199,Spring 2015
450,196,"Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009"
451,190,Spring 2023
452,168,Fall 2017
454,164,"Spring 2018,Spring 2017,Spring 2016,Spring 2015,Fall 2011,Spring 2011"
454,169,Fall 2017
454,199,Spring 2017
454,189,"Fall 2014,Spring 2014,Fall 2013,Spring 2013,Fall 2012,Spring 2012,Fall 2010,Spring 2010,Fall 2009"
455,179,"Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009"
456,195,"Spring 2018,Spring 2017,Spring 2016,Spring 2015,Spring 2014,Spring 2013,Spring 2012,Spring 2011,Spring 2010"
457,164,"Spring 2014,Spring 2013,Fall 2011,Fall 2010,Fall 2009"
458,195,"Spring 2018,Spring 2017,Spring 2016,Spring 2015,Spring 2014,Spring 2013,Spring 2012,Spring 2011,Spring 2010"
460,171,Spring 2010
461,185,"Spring 2017,Spring 2016,Spring 2015,Spring 2014,Spring 2013,Spring 2012,Spring 2010"
462,196,"Spring 2017,Spring 2015,Spring 2013,Spring 2010"
463,166,"Fall 2024,Spring 2024,Fall 2023,Spring 2023,Fall 2020"
463,197,Spring 2024
463,178,Fall 2021
465,198,"Spring 2016,Spring 2013"
466,213,Fall 2010
467,170,"Fall 2024,Fall 2016,Fall 2015,Fall 2014"
467,169,"Fall 2013,Fall 2012,Fall 2011,Fall 2010"
469,126,"Fall 2024,Fall 2023,Fall 2021,Fall 2020"
469,168,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019,Fall 2018,Fall 2017,Fall 2016"
469,198,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019"
469,191,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019,Fall 2018"
469,109,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019"
469,193,"Fall 2024,Fall 2023,Fall 2015"
469,92,"Fall 2024,Fall 2023"
469,70,"Fall 2024,Fall 2023"
469,190,"Fall 2024,Fall 2020"
469,30,"Fall 2024,Fall 2018"
469,100,Fall 2024
469,167,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Fall 2016,Fall 2015,Fall 2014,Fall 2013"
469,85,"Spring 2024,Spring 2023,Fall 2021,Fall 2020,Fall 2018,Fall 2017"
469,201,"Spring 2024,Spring 2022,Spring 2021,Spring 2020,Fall 2018"
469,178,Fall 2023
469,162,"Fall 2022,Fall 2021"
469,170,"Fall 2022,Fall 2020"
469,241,"Fall 2022,Fall 2019,Fall 2018"
469,196,"Spring 2022,Spring 2021"
469,172,"Spring 2022,Fall 2019"
469,165,"Fall 2019,Fall 2018"
469,237,"Fall 2019,Fall 2018"
469,179,"Fall 2019,Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2012,Fall 2011,Fall 2010"
469,202,Fall 2017
469,195,Fall 2013
470,197,Fall 2024
470,166,"Spring 2022,Spring 2021"
470,176,Spring 2020
470,189,Spring 2015
471,196,"Spring 2017,Spring 2016,Spring 2011"
471,185,"Spring 2015,Spring 2014,Spring 2013,Spring 2012,Spring 2010"
472,213,"Spring 2014,Fall 2012,Spring 2011,Fall 2010"
473,166,"Fall 2022,Fall 2021,Spring 2021,Fall 2020,Spring 2020,Fall 2019"
473,199,Spring 2022
473,183,Fall 2019
473,198,"Spring 2015,Fall 2014"
474,174,Fall 2022
474,166,"Spring 2022,Fall 2020"
474,171,"Fall 2015,Fall 2014,Fall 2013,Fall 2010,Fall 2009"
474,213,Fall 2014
475,172,"Spring 2014,Spring 2012,Spring 2010"
475,169,Spring 2013
475,193,Spring 2011
476,171,"Spring 2013,Spring 2011"
477,106,Spring 2024
478,198,"Spring 2016,Spring 2013"
480,164,"Spring 2013,Fall 2012,Fall 2010,Fall 2009"
480,171,Fall 2011
481,174,Spring 2023
481,170,"Spring 2022,Spring 2021,Spring 2020,Spring 2019"
481,166,Fall 2021
481,171,"Fall 2015,Spring 2015"
481,198,Spring 2012
481,189,Spring 2011
481,169,Spring 2010
482,171,"Spring 2011,Spring 2010"
483,166,"Fall 2024,Spring 2024,Fall 2023,Fall 2020"
483,197,Spring 2024
483,178,Fall 2021
483,193,"Fall 2013,Spring 2013,Spring 2012,Spring 2011,Spring 2010"
484,226,"Fall 2024,Fall 2023"
484,231,"Fall 2024,Fall 2023"
484,65,"Fall 2024,Fall 2023"
484,323,Fall 2023
485,293,"Fall 2024,Fall 2023,Fall 2022,Fall 2021"
486,54,Fall 2024
486,199,"Spring 2024,Fall 2023,Spring 2022,Fall 2021"
486,293,Fall 2023
486,17,"Fall 2023,Spring 2023,Fall 2022"
486,216,"Spring 2023,Fall 2022,Spring 2022,Fall 2021"
486,69,"Fall 2022,Fall 2021"
486,288,"Fall 2021,Spring 2021"
486,43,January 2021
486,45,Fall 2020
486,40,Fall 2020
486,213,"Spring 2020,Spring 2019,Spring 2016,Spring 2015,Fall 2013,Spring 2013,Fall 2012"
486,281,Fall 2016
486,245,Spring 2016
486,234,"Spring 2016,Spring 2014,Spring 2013,Fall 2012,Spring 2012"
486,248,"Spring 2016,Spring 2015"
486,223,Spring 2012
486,195,Spring 2010
487,293,"Fall 2024,Spring 2024,Fall 2023,Spring 2023,Fall 2022,Spring 2022,Fall 2021"
487,116,Fall 2019
487,90,Spring 2010
488,265,"Summer 2024,Summer 2023,Summer 2022"
488,199,"Summer 2024,Summer 2023"
488,292,"Fall 2022,Fall 2021,Spring 2021,Fall 2020,Spring 2020,Fall 2019"
488,178,"Fall 2022,Fall 2021,Fall 2020,Fall 2019"
488,205,"Spring 2022,Fall 2021"
488,288,Summer 2020
488,213,"Fall 2018,Fall 2017,Spring 2017,Fall 2016,Summer 2016,Summer 2015,Spring 2015,Fall 2014,Summer 2014,Summer 2013,Summer 2012,Summer 2011"
488,285,"Fall 2017,Spring 2017,Fall 2016"
488,30,Fall 2017
488,234,"Spring 2017,Fall 2014"
488,251,Spring 2017
488,2,"Fall 2016,Fall 2015"
488,37,Fall 2016
488,7,"Summer 2016,Summer 2015,Summer 2014,Summer 2013,Summer 2012,Summer 2011"
488,196,"Summer 2016,Summer 2015,Summer 2014,Summer 2013,Summer 2012"
488,179,"Summer 2016,Summer 2015,Summer 2014,Summer 2013"
488,263,Fall 2015
488,246,Spring 2015
488,17,Fall 2014
488,248,"Spring 2014,Spring 2013,Spring 2012"
488,253,"Spring 2014,Spring 2013,Spring 2012"
488,278,"Spring 2014,Spring 2013,Fall 2012,Spring 2012,Fall 2011"
488,267,"Spring 2014,Spring 2013,Fall 2012"
488,274,"Spring 2014,Spring 2013,Fall 2012,Fall 2011,Fall 2010"
488,18,Spring 2011
488,189,Fall 2009
490,65,Spring 2024
490,226,Spring 2024
490,231,Spring 2024
490,323,Spring 2024
491,183,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Fall 2018"
492,51,"Fall 2024,Fall 2023"
492,56,Spring 2019
492,47,Spring 2012
493,293,"Spring 2024,Spring 2023,Spring 2022"
495,213,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Fall 2016"
496,292,"Spring 2023,Spring 2022"
496,213,"Spring 2021,Summer 2020,Spring 2020,Summer 2019,Spring 2019,Summer 2018,Summer 2017,Summer 2016,Summer 2015,Spring 2015"
496,86,"Spring 2021,Spring 2020"
496,37,Spring 2017
496,2,"Spring 2016,Spring 2015"
496,234,Spring 2015
497,284,"Spring 2023,Fall 2022,Spring 2022,Fall 2021,Spring 2021,Fall 2020,Spring 2020,Fall 2019,Spring 2019,Fall 2018,Fall 2017"
498,37,"Spring 2023,Fall 2022,Spring 2022,Fall 2021,Spring 2021,Fall 2020,Spring 2020,Fall 2019,Spring 2019,Fall 2018"
498,80,Fall 2022
498,217,Fall 2022
498,4,"Fall 2022,Fall 2021,Fall 2020,Fall 2019"
498,199,"Fall 2022,Spring 2022,Fall 2021,Spring 2021,Fall 2020,Summer 2020,Spring 2020,Fall 2019,Spring 2019,Fall 2018"
498,323,"Fall 2022,Fall 2021,Fall 2020,Fall 2019,Spring 2019,Fall 2018"
498,250,Fall 2022
498,71,Fall 2021
498,78,"Fall 2021,Fall 2020,Fall 2019,Fall 2018"
498,54,Fall 2021
498,232,Fall 2021
498,284,"Spring 2021,Summer 2020,Spring 2020,Fall 2019,Spring 2019,Fall 2018"
498,68,Fall 2020
498,45,"Fall 2019,Fall 2018"
498,293,Fall 2019
498,244,Fall 2019
499,92,"Fall 2022,Fall 2021,Fall 2020,Fall 2019"
499,70,Fall 2022
500,199,Spring 2018
501,213,"Spring 2022,Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Spring 2016"
502,213,"Fall 2021,Fall 2020,Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015"
503,213,"Fall 2020,Spring 2020,Fall 2019,Spring 2019"
504,243,Spring 2020
504,213,Fall 2018
504,195,Fall 2015
505,284,"Spring 2018,Spring 2017,Fall 2016,Spring 2016,Fall 2015"
505,199,"Spring 2018,Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013"
505,323,"Spring 2018,Fall 2017"
505,45,"Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2012"
505,78,"Fall 2017,Fall 2016,Fall 2015"
505,253,Fall 2017
505,17,"Fall 2016,Fall 2015,Fall 2014,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009"
505,198,Fall 2013
505,7,Fall 2013
505,29,"Fall 2011,Fall 2010,Fall 2009"
505,267,"Fall 2011,Fall 2010"
505,189,Fall 2011
505,195,"Fall 2010,Fall 2009"
505,302,"Fall 2010,Fall 2009"
505,232,Fall 2009
507,213,"Fall 2018,Spring 2018"
507,223,"Fall 2012,Fall 2011,Fall 2010,Fall 2009"
508,81,"Summer 2015,Summer 2014"
509,263,"Fall 2024,Spring 2023"
509,267,Fall 2016
510,285,Fall 2021
511,285,Fall 2021
512,258,Fall 2024
512,262,"Spring 2024,Spring 2023,Spring 2021,Spring 2020,Spring 2019"
512,260,"Fall 2022,Spring 2022,Spring 2018,Spring 2017"
512,263,"Summer 2021,Spring 2016,Spring 2015,Spring 2014,Spring 2013"
512,45,Summer 2011
513,259,"Fall 2024,Spring 2023,Spring 2022,Spring 2021"
513,276,Spring 2024
513,280,Fall 2022
513,237,Fall 2021
513,284,"Spring 2021,Spring 2020,Spring 2019"
513,263,"Spring 2018,Spring 2017"
513,285,"Spring 2016,Spring 2013"
513,7,Spring 2010
514,261,Fall 2024
514,288,Summer 2024
514,266,Spring 2024
514,263,"Fall 2023,Fall 2022,Fall 2021,Fall 2020,Spring 2020"
514,233,"Spring 2023,Fall 2019"
514,237,"Spring 2022,Spring 2021"
515,251,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015"
515,243,"Fall 2014,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009"
516,285,"Fall 2024,Fall 2023,Fall 2022"
517,279,"Fall 2024,Fall 2023,Fall 2022"
517,271,"Fall 2018,Fall 2017,Fall 2016,Fall 2015,Fall 2014"
518,288,Fall 2024
518,278,"Spring 2024,Spring 2021,Spring 2020,Fall 2019,Fall 2017,Fall 2016,Fall 2015,Spring 2015,Fall 2014,Spring 2014,Fall 2013"
518,275,"Fall 2023,Fall 2022,Fall 2021,Fall 2019"
518,281,Fall 2023
518,263,"Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Fall 2014,Fall 2013"
518,267,"Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Fall 2013,Fall 2012"
518,240,Fall 2019
518,237,Fall 2017
518,260,Fall 2013
518,271,"Fall 2011,Fall 2010"
519,262,"Fall 2024,Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019"
519,188,"Fall 2023,Fall 2022,Fall 2021,Fall 2020,Fall 2019,Fall 2018,Fall 2017"
519,278,"Fall 2023,Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2015,Spring 2015,Fall 2014,Spring 2014,Fall 2013"
519,260,"Fall 2019,Fall 2018,Fall 2017,Fall 2016,Fall 2013"
519,271,"Fall 2018,Fall 2012,Fall 2011,Spring 2010"
519,10,Fall 2013
520,262,"Spring 2024,Spring 2023,Spring 2022,Spring 2021,Spring 2020"
520,188,"Spring 2023,Spring 2022,Spring 2020,Spring 2019,Spring 2018,Spring 2017"
520,278,"Spring 2021,Spring 2020,Spring 2019,Spring 2018,Spring 2017,Spring 2016,Spring 2015,Spring 2013"
520,260,"Spring 2019,Spring 2018,Spring 2014,Spring 2013"
520,271,"Spring 2018,Spring 2015,Spring 2012,Spring 2011,Spring 2010"
521,280,"Fall 2024,Spring 2024,Spring 2023,Fall 2021,Spring 2021,Spring 2020"
521,288,"Fall 2024,Spring 2021,Spring 2020"
521,265,"Spring 2024,Spring 2023,Spring 2022,Spring 2021"
521,267,"Fall 2023,Fall 2022,Fall 2020,Fall 2019,Fall 2018,Fall 2017,Spring 2017,Spring 2016,Spring 2015,Spring 2014"
521,260,Spring 2022
521,292,Spring 2022
521,257,"Spring 2018,Spring 2017,Spring 2011"
522,267,"Fall 2023,Fall 2022,Spring 2022"
523,275,"Fall 2024,Spring 2016,Spring 2015"
523,288,"Summer 2023,Summer 2021,Summer 2019"
525,275,"Fall 2024,Spring 2016,Spring 2015"
525,288,"Summer 2023,Summer 2021,Summer 2019"
526,291,Fall 2024
526,262,Spring 2022
526,278,Spring 2013
527,277,"Fall 2024,Fall 2020,Fall 2018,Fall 2017,Fall 2016"
527,274,"Fall 2024,Fall 2021,Fall 2011"
527,263,"Fall 2024,Summer 2024"
527,278,"Spring 2024,Fall 2023,Spring 2022,Spring 2021,Spring 2020,Spring 2019,Fall 2018,Summer 2018,Summer 2017,Fall 2016,Spring 2015,Spring 2014,Spring 2013,Fall 2012,Spring 2012,Fall 2011,Spring 2011,Fall 2010,Spring 2010"
527,259,"Spring 2024,Fall 2022,Fall 2020,Fall 2019"
527,264,Fall 2023
527,281,"Fall 2023,Fall 2021,Fall 2019,Spring 2014"
527,276,Fall 2023
527,267,"Fall 2023,Summer 2018"
