ID,Department,Number,Name,Description
356,CS,5010,Programming and Systems for Data Science,"An introduction to machine learning: the study of algorithms that improve their performance through experience. Covers both machine learning theory and algorithms. Introduces algorithms, theory, and applications related to both supervised and unsupervised learning, including regression, classification, and optimization and major algorithm families for each. Prerequisites: CS 2150 or CS 3100 with a grade of C- or better; APMA 3100, APMA 3110, MATH 3100, or equivalent and Math 3350 or APMA 3080 or equivalent window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
357,CS,4753,Electronic Commerce Technologies,"History of Internet and electronic commerce on the web; case studies of success and failure; cryptographic techniques for privacy, security, and authentication; digital money; transaction processing; wired and wireless access technologies; Java; streaming multimedia; XML; Bluetooth. Defining, protecting, growing, and raising capital for an e-business. Prerequisite: CS 2150 or CS 3140 with a grade of C- or better window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
358,CS,4970,Capstone Practicum I,"This course is one option in the CS fourth-year thesis track. Under the practicum track, students will take two 3-credit courses, CS 4970 and CS 4971. These courses would form a year-long group-based and project-based practicum class. There would be an actual customer, which could be either internal (the course instructor, other CS professors, etc.) or external (local companies, local non-profits, etc.). Prerequisite: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
359,CS,8524,Topics in Software Engineering,"A special topics course in software engineering. Topics are determined by the individual instructor, but might include software reliability; engineering real-time systems; managing large software projects; resource estimation; validation and verification; or advanced programming environments. Prerequisite: CS 6240 or instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
360,CS,4330,Advanced Computer Architecture,"Provides an overview of modern microprocessor design. The topics covered in the course will include the design of super-scalar processors and their memory systems, and the fundamentals of multi-core processor design. Prerequisite: CS 3330 with a grade of C- or better window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
361,CS,6160,Theory of Computation,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis. Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and BSCS major window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
362,CS,6444,Introduction to Parallel Computing,"Analyzes formal languages, the Chomsky hierarchy, formal computation and machine models, finite automata, pushdown automata, Turing machines, Church's thesis, reductions, decidability and undecidability, and NP-completeness. Prerequisite: CS 3102 or equivalent. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
363,CS,6750,Database Systems,"Studies new database systems, emphasizing database design and related system issues. Explores advanced topics such as object-oriented and real-time database systems, data warehousing, data mining, and workflow. Makes use of either commercial or research database systems for in-class projects. Prerequisite: CS 4750 or equivalent. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
364,CS,1511,Special Topics in Computer Science,"Content varies, depending on instructor interests and the needs of the Department. Taught strictly at the undergraduate level. Prerequisite: Instructor permission; additional specific requirements vary with topics. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
365,CS,2190,Computer Science Seminar,"Provides cultural capstone to the undergraduate experience. Students make presentations based on topics not covered in the traditional curriculum. Emphasizes learning the mechanisms by which researchers and practicing computer scientists can access information relevant to their discipline, and on the professional computer scientist's responsibility in society. The course requires second-year standing in the CS BS major for enrollment. Prerequisite: CS 2102 and 2110, both with a grade of C- or higher. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
366,CS,2993,Independent Study,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
367,CS,5014,Computation as a Research Tool,"This course is an introduction to programming for students who will be using computational methods for their research but are not computer science or computer engineering students. No previous programming experience is required. We use a multi-language/multi-domain approach. The first part of the course covers basic programming concepts for a given language. The last third of the course splits into domain specific tracks of interest to students. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
368,CS,8561,Topics in Programming Languages,"Studies selected advanced topics in design, definition, and implementation of programming languages. Typical recent topics: parallel language design; formal semantics of programs. May be repeated for credit when the topics vary. Prerequisite: CS 6610 or instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
369,CS,2102,Discrete Mathematics I,"Introduces discrete mathematics and proof techniques involving first order predicate logic and induction. Application areas include finite and infinite sets, elementary combinatorial problems, and graph theory. Development of tools and mechanisms for reasoning about discrete problems. Prerequisite: CS 1110, 1111, 1112, 1113, or 1120 with a grade of C- or higher; or the CS 1110 placement test. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
370,CS,1120,"Introduction to Computing: Explorations in Language, Logic, and Machines","This course is an introduction to the most important ideas in computing. It focuses on the big ideas in computer science including the major themes of recursive definitions, universality, and abstraction. It covers how to describe information processes by defining procedures using the Scheme and Python programming languages, how to analyze the costs required to carry out a procedure, and the fundamental limits of what can be computed. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
371,CS,2190,Computer Science Seminar I,"Provides cultural capstone to the undergraduate experience. Students make presentations based on topics not covered in the traditional curriculum. Emphasizes learning the mechanisms by which researchers and practicing computer scientists can access information relevant to their discipline, and on the professional computer scientist's responsibility in society. The course requires second-year standing in the CS BS major for enrollment. Prerequisite: CS 2102 and 2110, both with a grade of C- or higher. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
372,CS,4720,Web and Mobile Systems,"Mobile computing devices have become ubiquitous in our communities. In this course, we focus on the creation of mobile solutions for various modern platforms, including major mobile operating systems. Topics include mobile device architecture, programming languages, software engineering, user interface design, and app distribution. Prerequisite: CS 2150 or CS 3140 with a grade of C- or better window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
373,CS,4240,Principles of Software Design,"Focuses on techniques for software design in the development of large and complex software systems. Topics will include software architecture, modeling (including UML), object-oriented design patterns, and processes for carrying out analysis and design. More advanced or recent developments may be included at the instructor's discretion. The course will balance an emphasis on design principles with an understanding of how to apply techniques and methods to create successful software systems. Prerequisite: CS 2150 or CS 3140 with a grade of C- or better window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
374,CS,6610,Programming Languages,"Examines modern and non-imperative languages, the theoretical techniques used to design and understand them, and the implementation techniques used to make them run. Topics include functional languages, object-oriented languages, language safety and classification of errors, type systems, formal semantics, abstraction mechanisms, memory management, and unusual control-flow mechanisms. Example languages include Standard ML, Modula-3, CLU, Scheme, Prolog, and Icon. Prerequisite: CS 4610 or equivalent. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
375,CS,4630,Defense against the Dark Arts,"Viruses, worms, and other malicious software are an ever-increasing threat to computer systems. There is an escalating battle between computer security specialists and the designers of malicious software. This course provides an essential understanding of the techniques used by both sides of the computer security battle. Prerequisite: CS 3710 with a grade of C- or better window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
376,CS,6014,Computation as a Research Tool,"This course is an introduction to programming for students who will be using computational methods for their research but are not computer science students. No previous programming experience is required. We use a multi-language/multi-domain approach. The first part of the course covers basic programming concepts for a given language. The last third of the course splits into domain specific tracks of interest to students. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
377,ECE,2200,Applied Physics,"An applied physics course in electricity and magnetism, with emphasis on the technologies derived from them. An integrated lab component will provide team-based, hands-on examples and reviews of key concepts. Calculus 3 (Multivariable) may be taken concurrently; however, students should be proficient with vectors and calculus, including the chain rule and trigonometric functions. Co-requisite: APMA 2120 or equivalent, and Prerequisite: PHYS 1425 and APMA 1110 or equivalent. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
378,ECE,3209,Electromagnetic Fields,"Analyzes the basic laws of electromagnetic theory, beginning with static electric and magnetic fields, and concluding with dynamic E&M fields; plane wave propagation in various media; Maxwell's Laws in differential and integral form; electrical properties of matter; transmission lines, waveguides, and elementary antennas. Prerequisite: APMA 2130, ECE 2300, and ECE 2200 or equivalent. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
379,ECE,4230,Optical and Quantum Electronics,"Quantum electronics, the study of light and matter interaction, has become the cornerstone in many areas of optical science and technology. This course reviews the principles of lasers then introduces the generalized nonlinear wave equations. This course will cover typical nonlinear effects and their applications in telecommunication, ultrafast laser, quantum computing/information and chemical/bio spectroscopy. Prerequisite: ECE 3209. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
380,ECE,4380,AI Hardware,"This course explores the intricacies of AI hardware, including the current landscape and anticipating the necessary developments in response to AI's rapid growth and widespread integration across all computing tiers. Through this exploration, you will gain an understanding of both the existing technologies and the future challenges in AI hardware design and implementation. Prerequisites: ECE 2330 or CS 2130. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
381,ECE,4440,Computer Engineering Capstone,"Design, analysis and testing of an embedded computer system to meet specific needs, considering public health, safety and welfare as well as societal impacts. Tradeoff analysis and constraint satisfaction facilitated by the use of appropriate engineering analysis techniques. Semester-long team project develops physical prototype. Counts as major design experience for ECE students. Prerequisites (ECE 3430 or ECE 3502 ECR II) AND (ECE 3750 or ECE 2700) AND 4th year standing window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
382,ECE,4501,Special Topics in Electrical and Computer Engineering,"A fourth-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
383,ECE,4710,Communications,"Explores the statistical methods of analyzing communications systems: random signals and noise, statistical communication theory, and digital communications. Analysis of baseband and carrier transmission techniques; and design examples in satellite communications. Prerequisite: (APMA 3100 or MATH 3100) AND (ECE 3750 or ECE 2700) window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
384,ECE,4991,Electrical Engineering Capstone,"Design, analysis and testing of an electrical system to meet specific needs, considering applicable standards, health, safety, welfare, and societal impacts as well as tradeoff and constraint considerations. Semester-long team project develops physical prototype (not simulation). Counts major design experience for students in ECE. Prerequisites (ECE 3430 or ECE 3502 ECR II) AND (ECE 3750 or ECE 2700) AND 4th year standing window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
385,ECE,6060,Autonomous Mobile Robots,"This course will teach students the required skills, concepts, and algorithms to develop mobile robots that act autonomously in complex environments. The main emphasis is on mobile robot locomotion and kinematics, control, sensing, localization, mapping, path planning, and motion planning. Besides theory, students are exposed to simulation environments and lab exercises with real robotic systems. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
386,ECE,6380,AI Hardware,"This course explores the intricacies of AI hardware, including the current landscape and anticipating the necessary developments in response to AI's rapid growth and widespread integration across all computing tiers. Through this exploration, you will gain an understanding of both the existing technologies and the future challenges in AI hardware design and implementation. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
387,ECE,6750,Digital Signal Processing,"A first graduate course in digital signal processing. Topics include discrete-time signals and systems, application of z-transforms, the discrete-time Fourier transform, sampling, digital filter design, the discrete Fourier transform, the fast Fourier transform, quantization effects and nonlinear filters. Additional topics can include signal compression and multi-resolution processing. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
388,ECE,6782,Machine Learning in Image Analysis,"This course focuses on an in-depth study of advanced topics and interests in image data analysis. Students will learn practical image techniques and gain mathematical fundamentals in machine learning needed to build their own models for effective problem solving. The graduate students (ECE/CS 6501) will be given additional programming tasks and more advanced theoretical questions. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
389,ECE,6850,Introduction to Control Systems,"This course aims to provide an instruction to basic principles and tools for the analysis and design of control systems. It is intended for general graduate students in engineering and science. Topics to be covered include concepts, examples and designs of feedback, system modeling, linear and nonlinear dynamic behaviors, stability analysis, frequency domain analysis and design, transfer functions, PID control, and robustness of control systems. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
390,ECE,6996,Supervised Graduate Teaching Experience,"A guided teaching experience for Ph.D. students, with selected teaching assignments and directed performance evaluation, under the supervision of a faculty member, as a part of Ph.D. training designed for students' development of independent teaching skills. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
391,CPE,9999,"Non-Topical Research, Doctoral Dissertation","Formal record of student commitment to doctoral research under the guidance of a faculty adviser. May be repeated as necessary. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
392,ECE,2300,Applied Circuits,"This course introduces electrical engineering theory and its application to circuits containing active and passive circuit elements. Content includes fundamental concepts such as voltage, current, power, energy and Ohm's Law as well as circuit analysis techniques including node-voltage and mesh-current based on circuit laws and theorems such as Kirchhoff Laws, source superposition, and equivalent circuits. Prerequisite: Must have completed (APMA 1110 or MATH 1320) AND (ENGR 1624 or ENGR 1410 or ENGR 2595 Topic Engineering Foundations I or ENGR 1010) window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
393,ECE,2410,Intro to Machine Learning,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
394,ECE,2700,Signals and Systems,"Studies the modeling, analysis, design, computer simulation, and measurement of electrical circuits which contain non-linear devices such as junction diodes and field effect transistors. Includes the gain and frequency response of linear amplifiers, power supplies, and other practical electronic circuits. This course is taught in a studio style with mixed lecture and lab. Pre or Corequisite: APMA 2130 and ECE 2700 AND Prerequisite: (ECE 2300 or ECE 2501 Topic Applied Circuits (link 15599) window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
395,ECE,3103,Solid State Devices,"Develops tools for analyzing signals and systems in continuous and discrete-time, for controls, communications, signal processing and machine learning. Primary concepts are the representation of signals and linear systems in the time domain (convolution, differential equations, state-space representation) and in the frequency domain (Fourier/Laplace analysis) including practical programming examples. Co-requisite: APMA 2130 or MATH 3250, and Prerequisite: (ECE 2300 or ECE 2501 Topic: Applied Circuits) window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
396,ECE,3251,Electromagnetic Energy Conversion Lab,"This lab provides practical exposure and continuation of the topics covered in the lecture sections of ECE 3250. Topics include principles of measurement and analysis using computerized instrumentation. Co-requisite ECE 3250 window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
397,ECE,4103,Solid State Devices for Renewable Energy Conversion,"This class discusses solid state devices that are used for renewable energy application. While we will provide a general overview of most new and interesting technologies via lectures, discussions, and research presentations, we will focus on the detailed technical aspects of few devices namely: solar cells, thermionic devices, thermoelectric devices, solar thermal (CSPs), and batteries. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
398,ECE,4265,Microwave Engineering Laboratory,"Analyzes the measurement and behavior of high-frequency circuits and components; equivalent circuit models for lumped elements; measurement of standing waves, power, and frequency; use of vector network analyzers and spectrum analyzers; and computer-aided design, fabrication, and characterization of microstrip circuits. Corequisite: ECE 5260 or instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
399,ECE,4332,Introduction to VLSI Design,"Digital CMOS circuit design and analysis: combinational circuits, sequential circuits, and memory. Second order circuit issues. Global design issues: clocking and interconnect. Use of Cadence CAD tools. Team design of a significant VLSI chip including layout and implementation. Prerequisites: ECE 2330 and (ECE 2660 or ECE 2600) window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
400,ECE,4435,Computer Architecture & Design,"Introduces computer architecture and provides a foundation for the design of complex synchronous digital devices, focusing on: 1) Established approaches of computer architecture, 2) Techniques for managing complexity at the register transfer level, and 3) Tools for digital hardware description, simulation, and synthesis. Includes laboratory exercises. Prerequisites: ECE 2330 and CS 2130 window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
401,ECE,4502,Special Topics in Electrical and Computer Engineering,"A fourth-level undergraduate course covering a topic not normally covered in the course offerings. The topic usually reflects new developments in the electrical and computer engineering field. Offering is based on student and faculty interests. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
402,ECE,4550,Applied Research and Design Lab,"A lab-based course that provides a hands-on way to learn about new developments in electrical and computer engineering fields. Topics include technologies or application areas that relate to ongoing design and research activities of faculty and students. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
403,ECE,4660,Analog Integrated Circuits,"A lab-based course that provides a hands-on way to learn about new developments in electrical and computer engineering fields. Topics include technologies or application areas that relate to ongoing design and research activities of faculty and students. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
404,ECE,4750,Digital Signal Processing,"An introduction to digital signal processing. Topics include discrete-time signals and systems, application of z-transforms, the discrete-time Fourier transform, sampling, digital filter design, the discrete Fourier transform, the fast Fourier transform, quantization effects and nonlinear filters. Prerequisite: CS 2130. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
405,ECE,4907,Electrical Engineering Projects,"This is a survey course in the theory and technology of modern wireless communication systems, exemplified in cellular telephony, paging, microwave distribution systems, wireless networks, and even garage door openers. Wireless technology is inherently interdisciplinary, and the course seeks to serve the interests of a variety of students. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
406,ECE,4908,Electrical Engineering Projects,"Under faculty supervision, students plan a project of at least one semester's duration, conduct the analysis or design and test, and report on the results. If this work is to be the basis for an undergraduate thesis, the course should be taken no later than the seventh semester. Prerequisite: Instructor permission. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
407,ECE,6435,Computer Architecture and Design,"Integration of computer organization concepts such as data flow, instruction interpretation, memory systems, interfacing, and microprogramming with practical and systematic digital design methods such as behavioral versus structural descriptions, divide-and-conquer, hierarchical conceptual levels, trade-offs, iteration, and postponement of detail. Design exercises are accomplished using a hardware description language and simulation. Prerequisite by topic: Digital Logic Design (ECE 2330 or equivalent), Introductory Computer Architecture (ECE 3330 or equivalent), Assembly Language Programming. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
408,ECE,6784,Machine Learning for Wireless Communications,"This is an entry-level course on wireless communications, especially we will discuss how machine learning impacts the design of wireless systems. The goal is to teach fundamental and core techniques that enable physical layer wireless communications. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
409,CPE,6190,Computer Engineering Perspectives,"This course is designed for first year Graduate students in the Computer Engineering Program to help orient new graduate students to the current research topics, available research tools, software and systems, publishing systems, and other topics to help new students become successful. Prerequisite: CpE grduate student or instructor permission window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
410,ECE,2600,Electronics,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
411,ECE,3430,Introduction to Embedded Computer Systems,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
412,ECE,3502,Special Topics in Electrical and Computer Engineering,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
413,ECE,3660,Microelectronic Circuits,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
414,ECE,4209,RF Circuit Design and Wireless Systems,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
415,ECE,4440,Embedded System Design,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
416,ECE,4991,MDE - Capstone Design,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
417,ECE,6163,Solid State Devices,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
418,ECE,6501,Topics in Electrical and Computer Engineering,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
419,ECE,6502,Special Topics in Electrical and Computer Engineering,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
420,ECE,6505,Electrical and Computer Engineering Seminar,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
421,ECE,6642,Optoelectronic Devices,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
422,ECE,6711,Probability and Stochastic Processes,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
423,ECE,6852,Linear State Space Control Systems,"Learn about and experiment with machine learning algorithms using Python. Applications include image classification, removing noise from images, and linear regression. Students will collect and interpret data, learn machine learning theory, build systems-level thinking skills required to strategize how to break the problem down into various functions, and to implement, test and document those functions. Prerequisite: CS 111X window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
424,ECE,1501,Special Topics in Electrical & Computer Engineering,"Student-led special topic courses which vary by semester. window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'UA-8664330-19');"
