paperID,title,url,abstract,publisher,source,yearPublished
1174,Impact of Initial Non-Maxwellian Electron Velocity Distribution Function on Electric Propulsion Beam Expansion: Grid-Based Vlasov Simulations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z3xMOP0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=z3xMOP0AAAAJ:qxL8FJ1GzNcC,"This study investigates the impact of initial non-Maxwellian electron velocity distribution functions (eVDFs) on beam expansion in electric propulsion devices, using grid-based Vlasov simulations. The study primarily focuses on understanding the influence of augmented high-energy electrons which are represented by the Kappa distribution in this work on ion acceleration and electron thermodynamics during the beam expansion process. The Kappa distribution function is used to mimic the augmented high-energy electrons in this study. A near-constant acceleration ratio for different degrees of enhanced high-energy electrons at different time moments is found in this study. An anomalous electron temperature enhancement is found in the beam expansion process when starting with an initial Kappa velocity distribution. Furthermore, the electron heat flux characteristics appear similar for both initial Maxwellian and …",,,2024
1175,Rigorously conservative charge and current deposition in 3D cylindrical PIC,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z3xMOP0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=z3xMOP0AAAAJ:YOwf2qJgpHMC,"A charge and current deposition method is presented for electromagnetic particle-in-cell simulations in 3D cylindrical coordinates using Yee’s grid. The method is a direct extension of Villasenor and Buneman’s current deposition method from Cartesian to 3D cylindrical coordinates, through computing the volumes swept by cylindrical sector charges over the current density surfaces. Along with Verboncoeur’s correct volume terms for cylindrical coordinates, the method satisfies the continuity equation rigorously and eliminates edge errors.",Springer International Publishing,,2023
1176,Electron Scale Physics in Plasma Expansion: Grid-based Vlasov Simulations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z3xMOP0AAAAJ&pagesize=100&sortby=pubdate&citation_for_view=z3xMOP0AAAAJ:Wp0gIr-vW9MC,"Plasma expansion is a fundamental plasma dynamics problem and has various applications such as spacecraft plasma wake formation and electric propulsion plume expansion. Previous studies of plasma expansion have mostly focused on the ion time scale whereas the electrons were commonly treated as an equilibrium charge-neutralizing fluid. However, recent studies have shown that the electrons during plasma expansion are non-equilibrium and highly anisotropic and that the massless fluid assumption for electrons breaks down in the outer expansion region. Recently, Cui and Wang also showed that the electron Langmuir wave is excited during one-dimensional plasma expansion which propagates ahead of the ion rarefaction wave into the unperturbed plasma. In this work, a parallel multi-dimensional grid-based Vlasov-Poisson system solver recently developed at USC, Vlasolver, is used to study the …",IEEE,,2023
1177,Synthesis of human-in-the-loop control protocols for autonomous systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HiyMQzEAAAAJ&citation_for_view=HiyMQzEAAAAJ:W7OEmFMy1HYC,"We propose an approach to synthesize control protocols for autonomous systems that account for uncertainties and imperfections in interactions with human operators. As an illustrative example, we consider a scenario involving road network surveillance by an unmanned aerial vehicle (UAV) that is controlled remotely by a human operator but also has a certain degree of autonomy. Depending on the type (i.e., probabilistic and/or nondeterministic) of knowledge about the uncertainties and imperfections in the human–automation interactions, we use abstractions based on Markov decision processes and augment these models to stochastic two-player games. Our approach enables the synthesis of operator-dependent optimal mission plans for the UAV, highlighting the effects of operator characteristics (e.g., workload, proficiency, and fatigue) on UAV mission performance. It can also provide informative feedback (e …",IEEE,,2016
1178,Safe multi-agent reinforcement learning via shielding,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HiyMQzEAAAAJ&citation_for_view=HiyMQzEAAAAJ:NaGl4SEjCO4C,"Multi-agent reinforcement learning (MARL) has been increasingly used in a wide range of safety-critical applications, which require guaranteed safety (e.g., no unsafe states are ever visited) during the learning process.Unfortunately, current MARL methods do not have safety guarantees. Therefore, we present two shielding approaches for safe MARL. In centralized shielding, we synthesize a single shield to monitor all agents' joint actions and correct any unsafe action if necessary. In factored shielding, we synthesize multiple shields based on a factorization of the joint state space observed by all agents; the set of shields monitors agents concurrently and each shield is only responsible for a subset of agents at each step.Experimental results show that both approaches can guarantee the safety of agents during learning without compromising the quality of learned policies; moreover, factored shielding is more scalable in the number of agents than centralized shielding.",,,2021
1179,Deeptake: Prediction of driver takeover behavior using multimodal data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HiyMQzEAAAAJ&citation_for_view=HiyMQzEAAAAJ:bEWYMUwI8FkC,"Automated vehicles promise a future where drivers can engage in non-driving tasks without hands on the steering wheels for a prolonged period. Nevertheless, automated vehicles may still need to occasionally hand the control back to drivers due to technology limitations and legal requirements. While some systems determine the need for driver takeover using driver context and road condition to initiate a takeover request, studies show that the driver may not react to it. We present DeepTake, a novel deep neural network-based framework that predicts multiple aspects of takeover behavior to ensure that the driver is able to safely take over the control when engaged in non-driving tasks. Using features from vehicle data, driver biometrics, and subjective measurements, DeepTake predicts the driver’s intention, time, and quality of takeover. We evaluate DeepTake performance using multiple evaluation metrics …",,,2021
1180,Medirl: Predicting the visual attention of drivers via maximum entropy deep inverse reinforcement learning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HiyMQzEAAAAJ&citation_for_view=HiyMQzEAAAAJ:blknAaTinKkC,"Inspired by human visual attention, we propose a novel inverse reinforcement learning formulation using Maximum Entropy Deep Inverse Reinforcement Learning (MEDIRL) for predicting the visual attention of drivers in accident-prone situations. MEDIRL predicts fixation locations that lead to maximal rewards by learning a task-sensitive reward function from eye fixation patterns recorded from attentive drivers. Additionally, we introduce EyeCar, a new driver attention dataset in accident-prone situations. We conduct comprehensive experiments to evaluate our proposed model on three common benchmarks:(DR (eye) VE, BDD-A, DADA-2000), and our EyeCar dataset. Results indicate that MEDIRL outperforms existing models for predicting attention and achieves state-of-the-art performance. We present extensive ablation studies to provide more insights into different features of our proposed model.",,,2021
1181,Controller synthesis for autonomous systems interacting with human operators,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HiyMQzEAAAAJ&citation_for_view=HiyMQzEAAAAJ:2osOgNQ5qMEC,"We propose an approach to synthesize control protocols for autonomous systems that account for uncertainties and imperfections in interactions with human operators. As an illustrative example, we consider a scenario involving road network surveillance by an unmanned aerial vehicle (UAV) that is controlled remotely by a human operator but also has a certain degree of autonomy. Depending on the type (i.e., probabilistic and/or nondeterministic) of knowledge about the uncertainties and imperfections in the operator-autonomy interactions, we use abstractions based on Markov decision processes and augment these models to stochastic two-player games. Our approach enables the synthesis of operator-dependent optimal mission plans for the UAV, highlighting the effects of operator characteristics (e.g., workload, proficiency, and fatigue) on UAV mission performance; it can also provide informative feedback (e …",,,2015
1182,Robust Permissive Controller Synthesis for Interval MDPs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HiyMQzEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=HiyMQzEAAAAJ:08ZZubdj9fEC,"We address the problem of robust permissive controller synthesis for robots operating under uncertain dynamics, modeled as Interval Markov Decision Processes (IMDPs). IMDPs generalize standard MDPs by allowing transition probabilities to vary within intervals, capturing epistemic uncertainty from sensing noise, actuation imprecision, and coarse system abstractions-common in robotics. Traditional controller synthesis typically yields a single deterministic strategy, limiting adaptability. In contrast, permissive controllers (multi-strategies) allow multiple actions per state, enabling runtime flexibility and resilience. However, prior work on permissive controller synthesis generally assumes exact transition probabilities, which is unrealistic in many robotic applications. We present the first framework for robust permissive controller synthesis on IMDPs, guaranteeing that all strategies compliant with the synthesized multi-strategy satisfy reachability or reward-based specifications under all admissible transitions. We formulate the problem as mixed-integer linear programs (MILPs) and propose two encodings: a baseline vertex-enumeration method and a scalable duality-based method that avoids explicit enumeration. Experiments on four benchmark domains show that both methods synthesize robust, maximally permissive controllers and scale to large IMDPs with up to hundreds of thousands of states.",,,2025
1183,IrrMap: A Large-Scale Comprehensive Dataset for Irrigation Method Mapping,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HiyMQzEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=HiyMQzEAAAAJ:p2g8aNsByqUC,"We introduce IrrMap, the first large-scale dataset (1.1 million patches) for irrigation method mapping across regions. IrrMap consists of multi-resolution satellite imagery from LandSat and Sentinel, along with key auxiliary data such as crop type, land use, and vegetation indices. The dataset spans 1,668,899 farms and 11,443,492 acres across multiple western U.S. states from 2013 to 2023, providing a rich and diverse foundation for irrigation analysis and ensuring geospatial alignment and quality control. The dataset is ML-ready, with standardized 224×224 GeoTIFF patches, the multiple input modalities, carefully chosen train-test-split data, and accompanying dataloaders for seamless deep learning model training and benchmarking in irrigation mapping. The dataset is also accompanied by a complete pipeline for dataset generation, enabling researchers to extend IrrMap to new regions for irrigation data collection …",,,2025
1184,Runtime Safety through Adaptive Shielding: From Hidden Parameter Inference to Provable Guarantees,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HiyMQzEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=HiyMQzEAAAAJ:K3LRdlH-MEoC,"Variations in hidden parameters, such as a robot's mass distribution or friction, pose safety risks during execution. We develop a runtime shielding mechanism for reinforcement learning, building on the formalism of constrained hidden-parameter Markov decision processes. Function encoders enable real-time inference of hidden parameters from observations, allowing the shield and the underlying policy to adapt online. The shield constrains the action space by forecasting future safety risks (such as obstacle proximity) and accounts for uncertainty via conformal prediction. We prove that the proposed mechanism satisfies probabilistic safety guarantees and yields optimal policies among the set of safety-compliant policies. Experiments across diverse environments with varying hidden parameters show that our method significantly reduces safety violations and achieves strong out-of-distribution generalization, while incurring minimal runtime overhead.",,,2025
1185,Counterfactual Explanations for Continuous Action Reinforcement Learning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=HiyMQzEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=HiyMQzEAAAAJ:u9iWguZQMMsC,"Reinforcement Learning (RL) has shown great promise in domains like healthcare and robotics but often struggles with adoption due to its lack of interpretability. Counterfactual explanations, which address ""what if"" scenarios, provide a promising avenue for understanding RL decisions but remain underexplored for continuous action spaces. We propose a novel approach for generating counterfactual explanations in continuous action RL by computing alternative action sequences that improve outcomes while minimizing deviations from the original sequence. Our approach leverages a distance metric for continuous actions and accounts for constraints such as adhering to predefined policies in specific states. Evaluations in two RL domains, Diabetes Control and Lunar Lander, demonstrate the effectiveness, efficiency, and generalization of our approach, enabling more interpretable and trustworthy RL applications.",,,2025
1186,"ChatGPT: Applications, opportunities, and threats",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rby-obUAAAAJ&citation_for_view=rby-obUAAAAJ:Y0pCki6q_DkC,"Developed by OpenAI, ChatGPT (Conditional Generative Pre-trained Transformer) is an artificial intelligence technology that is fine-tuned using supervised machine learning and reinforcement learning techniques, allowing a computer to generate natural language conversation fully autonomously. ChatGPT is built on the transformer architecture and trained on millions of conversations from various sources. The system combines the power of pre-trained deep learning models with a programmability layer to provide a strong base for generating natural language conversations. In this study, after reviewing the existing literature, we examine the applications, opportunities, and threats of ChatGPT in 10 main domains, providing detailed examples for the business and industry as well as education. We also conducted an experimental study, checking the effectiveness and comparing the performances of GPT-3.5 and …",IEEE,,2023
1187,Profit-oriented partial disassembly line design: dealing with hazardous parts and task processing times uncertainty,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rby-obUAAAAJ&citation_for_view=rby-obUAAAAJ:u5HHmVD_uO8C,"This paper addresses the problem of profit-oriented disassembly line design and balancing considering partial disassembly, presence of hazardous parts and uncertainty of task processing times. Few papers have studied the stochastic disassembly line balancing problem and existing approaches have focused on heuristic and metaheuristic methods. Most existing work has concentrated on complete disassembly where task times are assumed to be normal random variables and where AND/OR graphs are not considered. The objective of this paper is the design of a serial line that obtains the maximum revenue and then balances the workload under uncertainty. The processing time of a disassembly task is assumed to be a random variable with any known probability distribution. An AND/OR graph is used to model the precedence relationships among tasks. Stochastic programming models and exact-based …",Taylor & Francis,,2018
1188,Disassembly line balancing under high variety of end of life states using a joint precedence graph approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rby-obUAAAAJ&citation_for_view=rby-obUAAAAJ:d1gkVwhDpl0C,"Disassembly is an important aspect of end of life product treatment, as well as having products disassembled in an efficient and responsible manner. Disassembly line balancing is a technique that enables a product to be disassembled as efficiently and economically viable as possible; however, considering all possible end of life (EOL) states of a product makes disassembly line balancing very difficult. The EOL state and the possibility of multiple recovery options of a product can alter both disassembly tasks and task times for the disassembly of the EOL product. This paper shows how generating a joint precedence graph based on the different EOL states of a product is beneficial to achieving an optimal line balance where traditional line balancing approaches are used. We use a simple example of a pen from the literature to show how a joint disassembly precedence graph is created and a laptop example for joint …",Elsevier,,2015
1189,Disassembly liaison graphs inspired by word clouds,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rby-obUAAAAJ&citation_for_view=rby-obUAAAAJ:qjMakFHDy7sC,"Liaison or connection graphs depict physical mates between components in a graphical representation but do not incorporate any precedence relations or order of assembly or disassembly of components. For the context of disassembly, we developed a method to graphically show not only the physical mates between components but also the disassembly precedence relations amongst all the components. The transformation of a liaison graph into a weighted liaison graph (WLG) is inspired by the generation of word clouds from the visual design domain where component nodes are weighted and colored to depict disassembly precedence relations. A WLG allows users to quickly comprehend the order of disassembly and component embeddedness.",Elsevier,,2013
1190,"Social choice rules, fallback bargaining, and related games in common resource conflicts",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rby-obUAAAAJ&citation_for_view=rby-obUAAAAJ:IjCSPb-OGe4C,"Due to the lack of resources, individuals, groups, or countries are more involved in common resource conflicts. This paper uses the Graph Model for Conflict Resolution methodology to model a conflict based on the Nash solution concept, General Meta-Rationality, Symmetric Meta-Rationality, Sequential Stability, Limited h Move Stability, and Non-Myopic Stability definitions and then sieve the socially optimal outcomes from the results of the graph model. We propose to add a new analytical stage as a sequential next step to the equilibria in the Graph Model for Conflict Resolution and utilize social choice voting rules such as the Borda score, the Plurality rule, the Median voting rule, Copeland’s method, Simpson’s rule, and Fallback bargaining. We also apply a new approach called Related games, where we show how the Leading game impacts the Consequential game’s outcome and equilibria. To demonstrate the …",Elsevier,,2021
1191,Refining a Novel AI Restaurant Recommender Application: A Systems Approach to Increasing User Engagement and Retention,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rby-obUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=rby-obUAAAAJ:MXK_kJrjxJIC,"Deciding which restaurant to eat at often poses an inconvenience for many individuals. The decision-making process is riddled with a variety of factors such as personal preferences, social dynamics, and an overwhelming number of options. Our study addresses this issue by partnering with a startup, dinemait, that utilizes an artificial intelligence (AI) recommendation model to provide curated restaurant suggestions to its mobile application users. The goal of this work is centered around improving dinemait’s application to retain and grow its active user base. Our team used a systems-based approach to increase user engagement by: (1) evaluating the existing application, and (2) improving outreach features and techniques. After an internal review of the application, a study was conducted to gain user-centric data to further assess it. It consisted of focus group discussions and surveys to gain insight into necessary …",IEEE,2025 Systems and Information Engineering Design Symposium (SIEDS),2025
1192,Check-In Check-Up: Analyzing and Improving Pre-Appointment Engagement in a Primary Care Clinic at UVA Health System,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rby-obUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=rby-obUAAAAJ:8k81kl-MbHgC,"The UVA Health System utilizes a cloud-based electronic medical record (EMR) platform, featuring a secure patient portal that helps patients manage their health. This portal empowers users by enabling them to complete key health tasks, such as communicating with their care team, accessing health records, and coordinating appointments. This project focuses on increasing pre-appointment engagement through the patient portal to enhance the patient experience at a primary care clinic (PCC) within UVA Health.Patients can be assigned multiple types of pre-appointment tasks via the portal. One task, referred to as eCheck-In, is available to all patients prior to their appointment. This allows patients to complete necessary paperwork before their appointments, which streamlines visits. However, eCheck-Ins were completed for only 35.3% of patient encounters in 2024 at the PCC. To gather insights into this issue, an …",IEEE,,2025
1193,Redesign of the University of Virginia’s Emergency Department Waiting Room Layout to Optimize Patient Flow and Increase Satisfaction,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rby-obUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=rby-obUAAAAJ:5nxA0vEk-isC,"Increasing demands on emergency departments (EDs) due to rising patient volumes and operational inefficiencies necessitate innovative solutions to enhance patient flow and satisfaction. Data from UVA Health reveals substantial ED crowding, with a 12% increase in ED visits between 2022 and 2023, and a 25% increase from 2021 to 2023. To address these challenges, a simulated redesign of the waiting room at the University of Virginia (UVA) ED was completed to improve space utilization and streamline patient movement. Current designs, characterized by repeated patient returns to the waiting area, create congestion and hinder the perception of progress in care. This redesign aims to expand available space and create “progression areas” where patients can be effectively managed post-triage, reducing returns to the main lobby and thereby minimizing congestion. Utilizing FlexSim HC simulation software, both the current …",IEEE,,2025
1194,A novel approach for multi-objective truck scheduling problems in a cross-docking center,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rby-obUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=rby-obUAAAAJ:hqOjcs7Dif8C,"Cross-docking implementation pursues different goals, including integrating transportation, shorter delivery time, and cost reduction. In this paper, we proposed an operational approach to schedule the trucks in a cross-docking system considering the breakdown probability of the trucks, capacity constraint, and earliness penalty under a just-in-time approach. The proposed objective functions, to be minimized, represent the total completion time and the outbound trucks’ earliness and tardiness. As our problem is an NP-hard, we used genetic algorithm functions with a non-dominated sorting procedure, and particle swarm optimization algorithm to reach near-optimal solutions and compared these two algorithms using test problems with four different indexes; (1) quality (2) mean ideal distance, (3) diversity, and (4) the number of Pareto solutions. We performed sensitivity analyses to show the sensitivity of breakdown …",Springer India,,2024
1195,Expanding VIAble Employment for Adults with Autism: A Systems Approach to Increase Nonprofit Sales,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=rby-obUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=rby-obUAAAAJ:Se3iqnhoufwC,"Across industries, people with disabilities face barriers obtaining and maintaining employment. Our project addresses this issue through a partnership with VIAble Ventures, a microbusiness run by the VIA Centers for Neurodevelopment. VIAble Ventures sells spa products like candles and bath salts, all of which are made by artisans with autism. The program provides on-site job training and a source of income for adults with intellectual and developmental disorders. The goal of this work was centered on increasing VIAble Venture sales to expand employment opportunities for autistic adults in the local Charlottesville area. Currently, sales depend heavily on availability and seasonality of in-person sales and limited online sales. Our team used a systems approach to increase online sales on VIAble Venture’s website by: (1) analyzing past transactions, and (2) redesigning the website. Using data analytics, we …",IEEE,,2024
1196,Automobile injury trends in the contemporary fleet: Belted occupants in frontal collisions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JyM1HJAAAAAJ&citation_for_view=JyM1HJAAAAAJ:l7t_Zn2s7bgC,"Objective: As vehicle safety technologies and evaluation procedures advance, it is pertinent to periodically evaluate injury trends to identify continuing and emerging priorities for intervention. This study examined detailed injury distributions and injury risk trends in belted occupants in frontal automobile collisions (10 o’clock to 2 o’clock) using NASS-CDS (1998–2015). Methods: Injury distributions were examined by occupant age and vehicle model year (stratified at pre- and post-2009). Logistic regression models were developed to examine the effects of various factors on injury risk (by body region), controlling for delta-V, sex, age, height, body mass index (BMI), vehicle model year (again stratified at 2009). Results: Among other observations, these analyses indicate that newer model year vehicles (model year [MY] 2009 and later) carry less risk of Abbreviated Injury Scale (AIS) 2+ and AIS 3+ injury compared to …",Taylor & Francis,,2019
1197,Human surrogates for injury biomechanics research,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JyM1HJAAAAAJ&citation_for_view=JyM1HJAAAAAJ:V3AGJWp-ZtQC,"This article reviews the attributes of the human surrogates most commonly used in injury biomechanics research. In particular, the merits of human cadavers, human volunteers, animals, dummies, and computational models are assessed relative to their ability to characterize the living human response and injury in an impact environment. Although data obtained from these surrogates have enabled biomechanical engineers and designers to develop effective injury countermeasures for occupants and pedestrians involved in crashes, the magnitude of the traffic safety problem necessitates expanded efforts in research and development. This article makes the case that while there are limitations and challenges associated with any particular surrogate, each provides a critical and necessary component in the continued quest to reduce crash‐related injuries and fatalities. Clin. Anat. 24:362–371, 2011. © 2011 Wiley …","Wiley Subscription Services, Inc., A Wiley Company",Clinical anatomy,2011
1198,Accidental injury: biomechanics and prevention,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JyM1HJAAAAAJ&citation_for_view=JyM1HJAAAAAJ:fQNAKQ3IYiAC,"This book provides a state-of-the-art look at the applied biomechanics of accidental injury and prevention. The editors, Drs. Narayan Yoganandan, Alan M. Nahum and John W. Melvin are recognized international leaders and researchers in injury biomechanics, prevention and trauma medicine. They have assembled renowned researchers as authors for 29 chapters to cover individual aspects of human injury assessment and prevention. This third edition is thoroughly revised and expanded with new chapters in different fields. Topics covered address automotive, aviation, military and other environments. Field data collection; injury coding/scaling; injury epidemiology; mechanisms of injury; human tolerance to injury; simulations using experimental, complex computational models (finite element modeling) and statistical processes; anthropomorphic test device design, development and validation for crashworthiness applications in topics cited above; and current regulations are covered. Risk functions and injury criteria for various body regions are included. Adult and pediatric populations are addressed. The exhaustive list of references in many areas along with the latest developments is valuable to all those involved or intend to pursue this important topic on human injury biomechanics and prevention. The expanded edition will interest a variety of scholars and professionals including physicians, biomedical researchers in many disciplines, basic scientists, attorneys and jurists involved in accidental injury cases and governmental bodies. It is hoped that this book will foster multidisciplinary collaborations by medical and engineering researchers …",Springer,,2014
1199,Predicting rib fracture risk with whole-body finite element models: development and preliminary evaluation of a probabilistic analytical framework,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JyM1HJAAAAAJ&citation_for_view=JyM1HJAAAAAJ:YsMSGLbcyi4C,"This study sought to develop a strain-based probabilistic method to predict rib fracture risk with whole-body finite element (FE) models, and to describe a method to combine the results with collision exposure information to predict injury risk and potential intervention effectiveness in the field. An age-adjusted ultimate strain distribution was used to estimate local rib fracture probabilities within an FE model. These local probabilities were combined to predict injury risk and severity within the whole ribcage. The ultimate strain distribution was developed from a literature dataset of 133 tests. Frontal collision simulations were performed with the THUMS (Total HUman Model for Safety) model with four levels of delta-V and two restraints: a standard 3-point belt and a progressive 3.5–7 kN force-limited, pretensioned (FL+PT) belt. The results of three simulations (29 km/h standard, 48 km/h standard, and 48 km/h FL+PT) were …",,,2012
1200,A Novel Method for Quantifying Human In Situ Whole Brain Deformation under Rotational Loading Using Sonomicrometry,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JyM1HJAAAAAJ&citation_for_view=JyM1HJAAAAAJ:CHSYGLWDkRkC,"Traumatic brain injuries (TBI) are one of the least understood injuries to the body. Finite element (FE) models of the brain have been crucial for understanding concussion and for developing injury mitigation systems; however, the experimental brain deformation data currently used to validate these models are limited. The objective of this study was to develop a methodology for the investigation of in situ three-dimensional brain deformation during pure rotational loading of the head, using sonomicrometry. Sonomicrometry uses ultrasonic pulses to measure the dynamic distances between piezoelectric crystals implanted in any sound-transmitting media. A human cadaveric head-neck specimen was acquired 14 h postmortem and was instrumented with an array of 32 small sonomicrometry crystals embedded in the head: 24 crystals were implanted in the brain, and 8 were fixed to the inner skull. A dynamic rotation …","Mary Ann Liebert, Inc.",,2018
1201,Disc Injury and Spine Loads in Low-to-Moderate-Severity Frontal Impacts: R. Kent and J. Forman,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JyM1HJAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JyM1HJAAAAAJ:L7CI7m0gUJcC,"Purpose Determine the cervical and lumbar spine forces and moments generated in belted occupants in frontal impacts up to 40-km/h change in velocity () and assess their potential to cause spinal disc injury. Methods Loads experienced by anthropomorphic test devices, human volunteers, and human cadavers were measured in 282 impact tests. Functions were developed to describe the expected loads as functions of for small females, mid-size males, and large males. Loads were contextualized by comparison to injury assessment reference values, manual lifting standards, the compressive loads that have caused spinal disc injuries in vitro, and the compressive spinal loads that occur in other situations. Results The functions confirm that the spinal loads are well below any established injury assessment reference value. Compressive loads are within the range of loads voluntarily tolerated during daily activities …",Springer International Publishing,,2025
1202,"Assessing seatbelt use among pregnant drivers in Australia: correct seatbelt positioning, discomfort, knowledge and information sources",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JyM1HJAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JyM1HJAAAAAJ:BUYA1_V_uYcC,"Background: Correct seatbelt use during pregnancy is critical for ensuring maternal and fetal safety during a motor vehicle crash. This study aimed to investigate seatbelt use among pregnant vehicle drivers in Australia, focusing on correct seatbelt positioning and the potential influence of comfort and the receipt of seatbelt information. Method: An online survey was completed by 1,491 participants (M = 33.2 years, SD = 4.1, Range = 18.0 – 50.0 years). Results: While nearly all participants (99.1%) reported ‘always’ wearing their seatbelt while driving a vehicle, only 41.4% met the correct seatbelt positioning criteria, defined as positioning the lap belt under the belly and low over the upper thighs and the shoulder belt between the breasts. Despite increased discomfort with seatbelt use as pregnancy advanced, discomfort was not significantly associated with correct seatbelt positioning. Additionally, while most …",Pergamon,,2025
1203,Evaluation of THOR-50M-RS under reclined seating conditions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JyM1HJAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JyM1HJAAAAAJ:vbGhcppDl1QC,"Objective Testing was conducted to evaluate the performance of the THOR-50M for Reclined Seating (THOR-50M-RS) with modifications to allow for a more realistic posture and impact response under reclined seating conditions. Results were compared to tests conducted with PMHS under the same conditions. Methods Nine frontal sled tests were conducted using the THOR-50M-RS in a controlled response seat with the seatback angle set to 45 degrees. Three tests were conducted under each of three conditions: (1) nominal 32 km/h delta V, 4.5 kN seatbelt load limiter (LL), knee bolster condition 1 (180 mm spacing); (2) nominal 50 km/h delta V, 2.7 kN LL, knee bolster condition 1; and (3) nominal 50 km/h delta V, 2.7 kN LL, knee bolster condition 2 (100 mm spacing). The ATD was positioned using a seating procedure based on data from volunteers in reclined seats. THOR-50M-RS instrumentation …",Taylor & Francis,,2025
1204,"Seatbelt use trends by pregnancy status and state in the United States, 2011–2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=JyM1HJAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=JyM1HJAAAAAJ:ML0RJ9NH7IQC,"Objectives Seatbelts decrease injuries and fatalities in motor vehicle collisions. Most seatbelt use studies are performed at a national or international scale, yet many lack data granularity to evaluate trends in population subgroups that might have differing belt use behaviors, such as pregnant females. Using data from the Center of Disease Control and Prevention Behavioral Risk Factor Surveillance System (BRFSS), this study aims to evaluate geographic differences in habitual seatbelt use and trends over time across respondent factors, focusing on pregnant females. Methods Weighted responses of “always wearing seatbelt” in the 2011–2024 BRFSS were aggregated by state, year, age group, sex, and pregnancy status and analyzed using a Bayesian zero-one-inflated beta regression. State seatbelt enforcement was coded as primary or secondary and added into the model. Results There were 1,149,325 total …",Taylor & Francis,,2025
1205,Pulmonary injury risk assessment for short-duration blasts,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=THpvWA0AAAAJ&citation_for_view=THpvWA0AAAAJ:2osOgNQ5qMEC,"Background: Blast injuries are becoming more common in modern war and terrorist action. This increasing threat underscores the importance of understanding and evaluating blast effects. Methods: For this study, data on more than 2,550 large animal experiments were collected from more than 50 experimental studies on blast. From this dataset, over 1,100 large animal experiments were selected with positive phase overpressure durations of 30 milliseconds or less. A two variable nonlinear logistic regression was performed on the experimental data for threshold injury and lethality in terms of pressure and duration. The effects of mass, pressure, and duration scaling were all evaluated. Results: New injury risk assessment curves were analyzed for both incident and reflected pressure conditions. Position dependent injury risk curves were also analyzed and were found to be unnecessary, at least for prone and side on …",LWW,,2008
