paperID,paper_summary
1360,"Improving viability of stem cells during syringe needle flow through the design of hydrogel cell carriers; This study demonstrates that the cell injection process itself causes significant acute loss of cell viability due to mechanical membrane disruption at clinically relevant rates. As a protective strategy, the research shows that encapsulating various cell types within alginate hydrogels of specific mechanical properties significantly improves their viability during injection."
1361,"Maintenance of neural progenitor cell stemness in 3D hydrogels requires matrix remodelling; This study investigates how 3D hydrogel properties affect the maintenance of neural progenitor cell (NPC) stemness, finding that hydrogel degradation is necessary for this process. The requirement for degradation was independent of stiffness or adhesive ligand presentation and relied on matrix remodeling to facilitate cadherin-mediated cell-cell contact and β-catenin signaling."
1362,"Stimuli-responsive, pentapeptide, nanofiber hydrogel for tissue engineering; This paper reports a new class of short, five-residue peptides that self-assemble into nanofiber hydrogels suitable for neural tissue engineering. The study characterizes how sequence variations, pH, and concentration alter the mechanical properties of these stimuli-responsive hydrogels, which exhibit shear-thinning and rapid self-healing."
1363,Defining and designing polymers and hydrogels for neural tissue engineering; This review aims to provide neuroscientists with basic information about hydrogels and their use as cell and drug delivery devices for neural tissue applications. It illustrates the many tunable properties of hydrogels and emphasizes their importance in obtaining reliable results for treating a broad range of neurological disorders.
1364,Design of three-dimensional engineered protein hydrogels for tailored control of neurite growth; This study uses engineered elastin-like protein (ELP) hydrogels with modular bioactive and structural regions to systematically investigate the effects of cell-adhesive ligand density and hydrogel stiffness on neurite growth in 3D. The results show that both increasing RGD ligand density and decreasing hydrogel stiffness independently promote neurite outgrowth from dorsal root ganglia.
1365,"In Vitro Tissue Models of Neural Cell Development Towards Myelination and Remyelination; This research focuses on developing in vitro tissue models to study neural cell development, with a specific emphasis on the processes of myelination and remyelination. The goal is to create better experimental systems for understanding the complex interactions that lead to the formation of myelin sheaths around axons."
1366,"High-rate mechano-stimulation alters proliferation-and maturation-related signaling of oligodendrocyte precursor cells in a 3D hydrogel; This study aims to elucidate how oligodendrocyte precursor cells (OPCs) respond to the mechanical forces associated with mild traumatic brain injury (TBI). Using a 3D hydrogel model, the research investigates how high-rate mechano-stimulation alters the proliferation- and maturation-related signaling of OPCs, a promising therapeutic target for post-injury repair."
1367,"Guiding oligodendrocyte progenitor cell maturation using electrospun fiber cues in a 3D hyaluronic acid hydrogel culture system; This study introduces a 3D hyaluronic acid (HA) hydrogel system containing encapsulated electrospun HA fibers to guide oligodendrocyte progenitor cell (OPC) maturation. The research investigates the effects of fiber presence and hydrogel stiffness on OPC proliferation, metabolic activity, and morphological changes to better model myelination."
1368,Effects of cell-adhesive ligand presentation on pentapeptide supramolecular assembly and gelation: Simulations and Experiments; This study combines simulations and experiments to investigate how the presentation of cell-adhesive ligands affects the supramolecular assembly and gelation of pentapeptide hydrogels. The research aims to decouple the effects of biomechanics and cell-matrix interactions in 3D environments to better understand their impact on neural lineages.
1369,"Electrochemical techniques in corrosion science and engineering; This book describes the origin, use, and limitations of electrochemical methods in corrosion science, including phase diagrams, testing schemes, and characterization of passivity. It offers practical guidelines for assessing active, passive, and localized corrosion, as well as methods for process alteration and materials selection."
1370,"Accurate electrochemical measurement of magnesium corrosion rates; a combined impedance, mass-loss and hydrogen collection study; This study conducted simultaneous electrochemical impedance spectroscopy, hydrogen gas collection, and mass-loss measurements during the corrosion of pure magnesium in NaCl solutions. The results show that the polarization resistance determined from impedance data, when accounting for a low-frequency inductive response, provides excellent correlation with corrosion rates measured by mass loss and hydrogen evolution."
1371,"Corrosion tests and standards: application and interpretation; This manual serves as a source book on corrosion tests and standards, providing guidelines for recognizing corrosion types and understanding testing fundamentals. The second edition has been revised and updated to include the most recent technologies, offering tools for making calculations, interpretations, and correlations in corrosion science."
1372,"Corrosion of magnesium alloys: the role of alloying; This article reviews the influence of alloying on the corrosion of magnesium (Mg) alloys, with a particular focus on the underlying electrochemical kinetics that dictate the corrosion rate. It provides a holistic and in-depth analysis of the chemistry-corrosion link, which is crucial as the use of Mg alloys in transport and electronics continues to grow."
1373,"Electrochemical impedance: analysis and interpretation; This book is a collection of twenty-seven papers on electrochemical impedance spectroscopy, grouped into six categories covering corrosion process characterization, data validation, inhibition, and corrosion of specific materials like aluminum and steel. The topics include applications of Kramers-Kronig transformations and the evaluation of coatings on metal substrates."
1374,"Evaluating Cold-Rolling and Irradiation Effects on Corrosion Resistance of Ni-Cr Alloys in Molten Flinak Salt; This study evaluates the effects of cold-rolling and irradiation on the corrosion resistance of Ni-Cr alloys when exposed to molten FLiNaK salt. The research aims to understand how these processing methods impact the material's performance in high-temperature, corrosive environments relevant to advanced nuclear reactors."
1375,The Effect of Temperature on the Dealloying Behavior of Binary Ni-20Cr Alloy in Molten Flinak; This study investigates the effect of temperature on the dealloying behavior of a binary Ni-20Cr alloy immersed in molten FLiNaK salt. The research aims to understand how elevated temperatures influence the selective corrosion process in this high-temperature molten salt environment.
1376,Investigating the Role of Alloying a Third Element on the Aqueous Passivation of Fe-Co-Ni-Cr-Al Compositionally Complex Alloys and Conventional Ternary Alloys …; This research investigates the role of adding a third element to Fe-Co-Ni-Cr-Al compositionally complex alloys and conventional ternary alloys on their aqueous passivation behavior. The study aims to understand how these alloying additions influence the formation and stability of passive films in corrosive environments.
1377,"Passivity and Pitting of Single-phase FeCoNi-Cr-Al Compositionally Complex alloys: An Al-Cr Third Element Effect in Sulfuric Acid containing Chloride; This study investigated the synergistic effects of Al on Cr passivation in a family of single-phase FeCoNi-Cr-Al compositionally complex alloys (CCAs) in chloride-containing sulfuric acid. Results showed that CCAs with both Cr and small amounts of Al achieved excellent passivation and resistance to pitting corrosion, outperforming alloys with only Cr and even 304L stainless steel."
1378,"Revisiting the Influence of Sn in Cu-Al Alloys: A Third Element Effect Enabling Stainless Steel Type Corrosion Behavior; This study revisits the influence of Sn alloying additions on the aqueous passivation of Cu-Al alloys, revealing a new third element effect that enables stainless steel-like corrosion behavior. Using electrochemical and spectroscopic techniques, the research shows that small Sn additions to Cu-Al alloys with sufficient Al content lead to the formation of a protective, Al-oxide-rich passive film."
1379,"Urban freeway traffic flow prediction: application of seasonal autoregressive integrated moving average and exponential smoothing models; This paper addresses the application of seasonal time series models, specifically seasonal ARIMA and Winters exponential smoothing, to the problem of single-interval traffic flow forecasting on urban freeways. The models were developed and tested on data from two sites on the Capital Beltway, with the results showing that seasonal models provided a better fit than those used in prior research."
1380,"Automatic crime prediction using events extracted from twitter posts; This paper presents a preliminary investigation into predicting criminal incidents, specifically hit-and-runs, using events extracted from Twitter posts. The approach combines automatic semantic analysis of tweets with latent Dirichlet allocation and linear modeling, demonstrating that the model outperforms a uniform baseline."
1381,"Health-status monitoring through analysis of behavioral patterns; This paper describes the SmartHouse project, which uses a system of basic sensors for remote, in-home monitoring of an elder's activities to support independent living. The study examined whether mixture models could be used to detect behavioral patterns from the sensor data, with results evaluated against a log of events kept by the occupant."
1382,"Quantifying the relative importance of survival threats to a long-lived reptile using expert elicitation; This study used a threat assessment with expert-elicited estimates to quantify the relative impact of various stage-specific threats on the population growth rate of the wood turtle. The results indicated that predators had the largest effect on hatchling and juvenile survival, while road mortality had the largest effect on adult survival."
1383,"Examining Vision Language Models through Multi-dimensional Experiments with Vision and Text Features; This paper develops a multi-dimensional framework to systematically examine how characteristics of both the input image and the accompanying prompt affect the performance and biases of Vision Language Models (VLMs). Using open-source VLMs, the research explores how attention values fluctuate with varying input parameters to understand and characterize changes in VLM behavior."
1384,"MisstepMath: A Diverse Student Mistake Dataset for AI in Mathematics Teacher Training; This paper introduces MisstepMath, a novel semi-synthetic dataset of 12,000 categorized student mistakes in mathematics, paired with instructional teacher responses, designed to enhance AI-driven teacher training. Developed through expert brainstorming, AI-assisted generation, and expert refinement, the dataset provides diverse and contextually rich simulations of student errors from Kindergarten to Grade 8."
1385,"A Bayesian Survival Analysis on Long COVID and Non-Long COVID Patients: A Cohort Study Using National COVID Cohort Collaborative (N3C) Data; This paper describes the creation of a balanced COVID-positive cohort from the National COVID Cohort Collaborative (N3C) database to evaluate whether a documented Long COVID diagnosis is associated with decreased survival length. A Bayesian survival analysis was conducted on the cohort, which was balanced by the presence or absence of the ICD-10-CM code for Long COVID."
1386,"Predictive Modeling and Machine Learning Insights into Multi-Drug Resistant Tuberculosis Treatment Outcomes; This study applied logistic regression, random forest, and XGBoost models to predict treatment outcomes for multidrug-resistant tuberculosis (MDR-TB) using data from cohorts in Tanzania, Bangladesh, and Siberia. The models were trained on data stratified by treatment regimen to identify individuals at higher risk of treatment failure in low- and middle-income contexts."
1387,"PdSe2: Pentagonal Two-Dimensional Layers with High Air Stability for Electronics; This work reports on the atomic structure, electronic properties, and vibrational modes of few-layered PdSe2, a pentagonal 2D layered noble transition metal dichalcogenide that is stable in air. Micro-absorption spectroscopy and first-principles calculations reveal a wide band gap variation from 0 eV in bulk to 1.3 eV in a monolayer, and field-effect transistors demonstrate its potential for electronic applications."
1388,"Advances and future prospects of spin-transfer torque random access memory; This paper reviews the progress and future prospects of spin-transfer torque random access memory (STT-RAM), a potentially universal memory technology. It discusses the performance requirements for the core magnetic tunnel junction (MTJ) element and reports on progress in device design, material improvement, and CMOS integration for a demonstration test chip."
1389,Unified description of molecular conduction: From molecules to metallic wires; This paper describes a rigorous and computationally simple method for calculating the conductance of molecular conductors by combining quantum chemistry methods with a nonequilibrium Green’s function formalism. The approach uses self-energy matrices to partition the structure and is used to demonstrate the transition from metallic conduction in a gold nanowire to resonant conduction in a phenyl dithiol molecule.
1390,"Computational investigation of half-Heusler compounds for spintronics applications; This paper presents first-principles density functional calculations of the electronic structure, magnetism, and structural stability of 378 XYZ half-Heusler compounds. The study finds that a ""Slater-Pauling gap"" in the density of states is a common feature that contributes significantly to the stability of these compounds, many of which are predicted to be half-metallic ferromagnets."
1391,"Electron optics with pn junctions in ballistic graphene; This study uses transverse magnetic focusing to probe the propagation of charge carriers across an electrostatically defined p-n junction in ballistic graphene. The results show agreement with the predicted Snell’s law for electrons, including the observation of both positive and negative refraction, paving the way for electron optics based on graphene junctions."
1392,"Economic mpc with an online reference trajectory for battery scheduling considering demand charge management; This work designs an economic model predictive control (EMPC) formulation for battery energy storage system (BESS) dispatch to manage monthly demand charges in microgrids with variable renewable energy. To overcome the need for an unrealistic full-month reference trajectory, the EMPC is designed for 24 to 48-hour horizons with a corresponding reference trajectory computed online at each time step."
1393,"Economic Model Predictive Control with a Non-Fixed Reference Trajectory for Optimal Microgrid Dispatch; This paper proposes an Economic Model Predictive Control (EMPC) formulation for optimal microgrid dispatch that does not require a-priori knowledge of an optimal steady state or periodic trajectory. The framework is proven to have an asymptotic average economic cost no worse than any other non-fixed reference trajectory, and realistic simulations demonstrate its effectiveness."
1394,"Degradation Aware Optimal Allocation of Battery Energy Storage System for Unbalanced Active Distribution Network; This article proposes a battery energy storage system (BESS) integration approach for unbalanced active distribution networks that considers both cycle and calendar aging of the battery. A mixed-integer linear programming problem is formulated to minimize investment, operation, and degradation costs while supporting the network, as tested on an IEEE 37 bus system."
1395,"Demonstration of alloy scattering in quaternary Sb-based Avalanche Photodiodes; This paper presents a physics-based approach to calculate the alloy scattering rate in Sb-based quaternary alloys for avalanche photodiodes (APDs). The method, which considers screened Coulomb interactions and band non-parabolicity, advances Monte Carlo simulations for more precise modeling and improved design of APDs."
1396,"A periciliary brush promotes the lung health by separating the mucus layer from airway epithelia; This paper proposes a gel-on-brush model for airway mucus clearance, where a periciliary layer occupied by membrane-spanning mucins and mucopolysaccharides acts as a brush to separate the mucus layer from the epithelia. This model explains the stability of mucus clearance in health and its failure in airway diseases based on the relative osmotic moduli of the mucus and periciliary brush layers."
1397,"Tough self-healing elastomers by molecular enforced integration of covalent and reversible networks; This paper describes the design and fabrication of a tough, self-healing hybrid polymer network by crosslinking randomly branched polymers that carry motifs for both reversible hydrogen bonds and permanent covalent crosslinks. Forcing these two immiscible bond types to mix at the molecular level results in a ""dry"" elastomer with a very high fracture energy and excellent self-healing capability."
1398,Mobility of Nonsticky Nanoparticles in Polymer Liquids; This paper uses scaling theory to derive the time dependence of the mean-square displacement of a nonsticky nanoparticle moving in polymer solutions and melts. The analysis shows that particle motion transitions from ordinary diffusion to subdiffusion and back to diffusion depending on the particle size relative to the polymer correlation length and tube diameter.
1399,Self-healing of unentangled polymer networks with reversible bonds; This paper uses scaling theory to study a simple model of autonomic self-healing in unentangled polymer networks with reversible bonds. The analysis of reaction kinetics reveals that the recovery of material strength across a fractured interface occurs faster after a shorter waiting time between fracture and healing.
1400,"Cystic fibrosis airway secretions exhibit mucin hyperconcentration and increased osmotic pressure; This study investigates mucin concentrations in cystic fibrosis (CF) airway secretions, finding that while immunologically based techniques show low concentrations, physical measurement techniques reveal hyperconcentration compared to normal secretions. This hyperconcentration, along with increased osmotic pressure, is consistent with a model where mucus stasis in CF is driven by compression of the periciliary layer."
1401,Hybrid 3D Printing of Anisotropic Bottlebrush Polymer Nanocomposites; This work explores the hybrid 3D printing of anisotropic bottlebrush polymer nanocomposites. The research aims to create materials with controlled structural anisotropy by combining advanced polymer synthesis with additive manufacturing techniques.
1402,Method and system for all-aqueous printing of viscoelastic droplets; This document describes a method and system for all-aqueous printing of viscoelastic droplets into a receiving material. The process involves controlling the deposition flow velocity and nozzle detachment acceleration to form and position a captive viscoelastic droplet.
1403,"Molecular Structure of Foldable Bottlebrush Polymers in Melts; This paper presents the deterministic relationships among molecular architecture, mesoscopic conformation, and macroscopic properties of foldable bottlebrush polymers with incompatible side chains and backbones. A combination of scaling theory and experiments reveals that as side chain length increases, the backbone collapses into a globule, leading to a transition from a stretchable to a brittle material."
1404,"A gel coated air-liquid-interface culture system with tunable substrate stiffness matching healthy and diseased lung tissues; This disclosure describes an air-liquid-interface culture apparatus featuring a porous support coated with a polyacrylamide hydrogel layer. The hydrogel's mechanical properties are designed to mimic the extracellular matrix of the human airway, providing a more physiologically relevant environment for culturing epithelial cells."
1405,"Immersive virtual environments versus physical built environments: A benchmarking study for building design and user-built environment explorations; This study benchmarks immersive virtual environments against physical built environments to better understand user-environment interactions for building design and exploration. The research aims to leverage technologies like virtual and augmented reality to revolutionize the architecture, engineering, and construction industry by improving design, construction, and operations."
1406,Vision-based action recognition of earthmoving equipment using spatio-temporal features and support vector machine classifiers; This paper presents a new computer vision algorithm for recognizing single actions of earthmoving equipment from site video streams using spatio-temporal features and support vector machine classifiers. The method addresses challenges such as partial occlusion and variations in equipment scale and pose to improve the efficiency of construction performance analysis.
1407,"Trend analysis on adoption of virtual and augmented reality in the architecture, engineering, and construction industry; This paper analyzes trends in the adoption of virtual and augmented reality in the AEC industry through surveys of industry experts conducted a year apart. The findings demonstrate significant growth in AR/VR utilization from 2017 to 2018 and show that older generations are more confident about the future of these technologies."
1408,Towards user centered building design: Identifying end-user lighting preferences via immersive virtual environments; This paper presents a systematic approach to collect end-user lighting preferences using immersive virtual environments (IVEs) and integrate this data with building performance simulation (BPS) tools. The study demonstrates how user preference data can be used to evaluate design alternatives with the objective of meeting user needs while reducing energy consumption.
1409,What drives our behaviors in buildings? A review on occupant interactions with building systems from the lens of behavioral theories; This paper provides a structured literature review of how behavioral theories from various disciplines can explain occupant interactions with building systems. The review aims to provide an in-depth understanding of the drivers behind occupant behavior to inform the development of innovative approaches for reducing building energy consumption without impacting comfort.
1410,"Adoption of virtual and augmented reality in the architecture, engineering, construction, and facilities management (AEC-FM): mixed method analysis of trends, gaps, and solutions; This study investigates the adoption trends, challenges, and potential of Augmented and Virtual Reality (AR/VR) in the AEC-FM industry using surveys and interviews with over 200 experts. The findings reveal a shift from initial optimism to more tempered expectations, with recent growth in the industrial sector and a trend towards outsourcing AR/VR tasks."
1411,"Wcdt: World-centric diffusion transformer for traffic scene generation; This paper introduces the World-centric Diffusion Transformer (WcDT), a novel framework for autonomous driving trajectory generation that combines diffusion models and transformers. The approach preprocesses historical data into an ""Agent Move Statement,"" encodes it into a latent space using DDPM, and then fuses it with map and traffic information using transformer-based encoders to generate realistic trajectories."
1412,"Real-Time Roadway Obstacle Detection for Electric Scooters Using Deep Learning and Multi-Sensor Fusion; This study introduces a novel real-time ground obstacle detection system for e-scooters that integrates an RGB camera, a depth camera, and an IMU to enhance road hazard detection. A deep learning model powered by YOLO detects six categories of obstacles, and depth data is used to estimate proximity, achieving a high mean average precision of 0.827 in naturalistic riding conditions."
1413,"Tifl: A tier-based federated learning system; This paper proposes TiFL, a Tier-based Federated Learning System that addresses client heterogeneity by dividing clients into tiers based on their training performance. TiFL selects clients from the same tier in each training round to mitigate the straggler problem and employs an adaptive model synchronization strategy to handle non-IID data."
1414,"FedAT: A High-Performance and Communication-Efficient Federated Learning System with Asynchronous Tiers; This paper presents FedAT, a high-performance and communication-efficient federated learning system that uses asynchronous tiers to address both the straggler problem and the communication bottleneck. FedAT groups clients into tiers and performs intra-tier synchronous and inter-tier asynchronous model updates, achieving faster convergence and higher accuracy than existing synchronous or asynchronous methods."
1415,"FaaSNet: Scalable and Fast Provisioning of Custom Serverless Container Runtimes at Alibaba Cloud Function Compute; This paper presents FaaSNet, a system designed for scalable and fast provisioning of custom serverless container runtimes at Alibaba Cloud Function Compute. FaaSNet addresses the challenges of costly container provisioning and highly dynamic FaaS workloads to enable better control over OSes, versioning, and tooling."
1416,"Wukong: A scalable and locality-enhanced framework for serverless parallel computing; This paper describes Wukong, a scalable and locality-enhanced framework for serverless parallel computing that executes complex, burst-parallel DAG jobs. Wukong uses decentralized scheduling across Lambda executors to enhance data locality, reduce network I/O, and improve cost-effectiveness, achieving near-ideal scalability and significantly faster execution times."
1417,"Beyond efficiency: A systematic survey of resource-efficient large language models; This survey systematically reviews a broad spectrum of techniques designed to enhance the resource efficiency of Large Language Models (LLMs), addressing challenges in computational, memory, energy, and financial consumption. It categorizes methods by their optimization focus and applicability across the LLM lifecycle, and presents standardized evaluation metrics to facilitate fair comparisons."
1418,"Efficient and Workload-Aware LLM Serving via Runtime Layer Swapping and KV Cache Resizing; This paper presents MorphServe, a dynamic, workload-aware LLM serving framework that uses morphological adaptation to handle fluctuating workloads without compromising accuracy. MorphServe introduces two runtime mechanisms—quantized layer swapping and pressure-aware KV cache resizing—which significantly reduce SLO violations and improve latency compared to static approaches."
1419,"ZenFlow: Enabling Stall-Free Offloading Training via Asynchronous Updates; This paper presents ZenFlow, a new offloading framework for fine-tuning large language models that avoids GPU stalls by prioritizing important parameters and decoupling updates between the GPU and CPU. ZenFlow performs in-place updates of important gradients on the GPU while asynchronously offloading less important ones to the CPU, achieving up to a 5x end-to-end speedup."
1420,"Towards Efficient LLM Storage Reduction via Tensor Deduplication and Delta Compression; This paper presents zLLM, a model storage reduction pipeline that unifies tensor-level deduplication and a novel lossless delta compression algorithm called BitX to address the massive storage consumption of fine-tuned LLMs. By synergizing deduplication and compression around LLM family clustering, zLLM reduces model storage by 49.5%, over 20% more than state-of-the-art designs."
1421,"Centralization in the Decentralized Web: Challenges and Opportunities in IPFS Data Management; This paper analyzes over three years of IPFS internal traffic to provide an accurate view of its evolving centralization, revealing a low data replication level and high content concentration in a few hosting providers. The study highlights the challenges of this centralization for data availability and the opportunities for better data management and cost savings through deduplication."
1422,"NotebookOS: A Replicated Notebook Platform for Interactive Training with On-Demand GPUs; This paper introduces NotebookOS, a GPU-efficient notebook platform tailored for interactive deep learning training (IDLT) that uses replicated, Raft-synchronized notebook kernels distributed across GPU servers. By oversubscribing resources and allocating GPUs only during active cell execution, NotebookOS enables interactive training with minimal delay while saving significant GPU hours."
1423,"Prioritization of regression tests using singular value decomposition with empirical change records; This paper proposes a methodology for prioritizing regression test cases by analyzing empirical software change records using singular value decomposition. The technique generates clusters of files that historically change together, which are then combined with test case information to create a prioritized list of tests for a new system modification."
1424,"Empirical software change impact analysis using singular value decomposition; This paper proposes a methodology for analyzing the impact of a new system modification by using singular value decomposition on historical software change records. The technique, which generates clusters of files that tend to change together, was shown to be effective in identifying impacted files in a post hoc case study of five open-source systems."
1425,"A service learning practicum capstone; This paper presents the design and execution of a year-long Service Learning Practicum (SLP) capstone course for computer science seniors. In the course, student teams develop software for local nonprofit organizations, and the paper describes the course structure, challenges, and student perceptions."
1426,"A (updated) review of empiricism at the sigcse technical symposium; This paper examines the state of empiricism in recent proceedings of the SIGCSE Technical Symposium to categorize the research and identify areas for increased rigor. The study found an increase in empirical work compared to prior investigations, but many papers still lack the detail needed for replication."
1427,"Addressing Challenges in Teaching-Track Faculty Promotion; This panel discussion addresses the challenges of evaluating teaching-track faculty for promotion, as departments and universities often struggle to apply appropriate standards. The panelists, including both teaching-track and tenured faculty, will share experiences and discuss how to best evaluate these positions without resorting to watered-down tenure-track standards."
1428,"Teaching track faculty in computer science; This birds-of-a-feather session is designed for teaching-track faculty in computer science to share their experiences, especially regarding challenges and lessons learned from pandemic teaching. It also provides an opportunity for schools considering such positions to gather information and for participants to celebrate their successes."
1429,"Engineering a complete curriculum overhaul; This paper presents an eight-year curriculum redesign effort in a computer science department that impacted almost every course. The systematic process involved collecting requirements from stakeholders, developing a compromise plan for seven new courses, and iterating on piloted courses based on feedback."
1430,Training computing educators to become computing education researchers; This paper reports on six years of experience running a year-long professional development and mentoring program for computing educators to train them in empirical research methods. The goal is to help instructors transition their educational innovations from anecdotal experience reports to empirical results that can be replicated by others.
1431,"A systematic literature review of empiricism and norms of reporting in computing education research literature; This systematic literature review characterizes the reporting of empiricism in Computing Education Research (CER) literature to determine if published work contains the necessary content for replication, meta-analysis, and theory building. The study analyzes 1,351 papers from four top CER venues to assess the state of reporting norms in the community."
1432,"Nanomaterial-based electrochemical sensing of neurological drugs and neurotransmitters; This article reviews electrochemical methods for detecting neurological drugs and neurotransmitters, with a focus on how nanomaterial-modified detection systems enhance sensitivity, selectivity, and versatility. It discusses how specific nano-sized modifiers influence electron transfer events and surveys electrodes based on carbon materials, metal nanoparticles, and conductive polymers."
1433,"Real-time electrochemical monitoring of adenosine triphosphate in the picomolar to micromolar range using graphene-modified electrodes; This paper reports a competitive, wash-free electrochemical detection system for real-time monitoring of adenosine triphosphate (ATP) over a five-log concentration range. The system uses an aptamer-based recognition surface and a graphene-gold nanoparticle-modified signaling electrode to achieve a low detection limit in the picomolar range."
1434,"Photoelectrochemical Stability of Electrodeposited Cu2O Films; This paper reports on the photoelectrochemical stability of p-type cuprous oxide (Cu2O) films electrodeposited from an alkaline lactate solution onto Au substrates. The study found that while the initial photocurrent decayed, the film morphology changed from a dense structure to a more stable network of elongated crystals, attributed to the higher stability of {111} facets."
1435,"Electrokinetic preconcentration and detection of neuropeptides at patterned graphene-modified electrodes in a nanochannel; This work demonstrates the electrochemical detection of neuropeptides NPY and OXA at picomolar levels from subnanoliter samples by using electrokinetic preconcentration onto patterned graphene-modified electrodes in a nanochannel. The high sensitivity of the method, which avoids interferences from dopamine and ascorbic acid, makes it suitable for analyzing noninvasively collected biological samples like sweat."
1436,"Single-cell microfluidic impedance cytometry: From raw signals to cell phenotypes using data analytics; This tutorial review presents a comparative survey of approaches for elucidating cellular and subcellular features from microfluidic impedance cytometry data. It covers device design, data analytics (including signal processing and dielectric modeling), and population clustering to enable multiparametric cell characterization and subpopulation distinction."
1437,"Detecting apoptotic bodies by impedance cytometry as an indicator of drug sensitivity; This work describes a microfluidic system that uses impedance cytometry to quantify apoptotic bodies (ABs) with single-cell sensitivity, providing real-time information on cellular disassembly. By measuring electrical impedance magnitude and phase parameters, the system can distinguish subpopulations of ABs to assess the drug sensitivity of cancer cells."
1438,"Multiparametric single-cell biophysical cytometry under tunable viscoelastic extensional flows for classification of T-cell lymphomas on their nuclear phenotypes; This study utilizes single-cell biophysical cytometry under tunable viscoelastic extensional flows to correlate the nuclear phenotypes of T-cell lymphoma cells with their deformability characteristics. By coupling impedance, deformability, and recovery dynamics, the research provides insights into how nuclear size, shape, and protein expression affect cell mechanics and migration potential."
1439,"Controlled Nanoconfinement in a Microfluidic Modular Bead Array Device via Elastomeric Diaphragm Collapse for Enhancing Biomolecular Binding Kinetics (Small 34/2025); This article describes a modular microfluidic platform for controlled nanoconfinement over a large area, using an elastomeric diaphragm with integrated strain sensors and microfabricated posts. The device enhances biomolecular binding by alternating between confinement and bulk transport, demonstrating rapid DNA immobilization and screening of aptamers."
1440,"Modified cells as multimodal standards for cytometry and separation; This work describes a method for inline classification of biological specimens, such as mammalian cells, using impedance cytometry. A model specimen class is used to determine an impedance parameter value indicative of a specified biophysical characteristic, which can then be used for classification."
1441,"On-Chip Integration of Impedance Cytometry for Inline Optimization of Dielectrophoretic Separations on Multiple Cellular Biophysical Metrics; This paper demonstrates the on-chip integration of impedance cytometry for the inline optimization of dielectrophoretic cell separations based on multiple biophysical metrics. The integrated system overcomes the limitations of traditional endpoint assays by providing label-free, real-time quantification of separated cell fractions, enabling their use in downstream studies."
1442,Teaching societal and ethical implications of nanotechnology to engineering students through science fiction; This article suggests using selected science fiction stories in the engineering ethics classroom to teach students about the societal and ethical implications of nanotechnology. This approach provides students with the ethical skills and cultural knowledge needed to engage in public debates and make responsible decisions about futuristic technologies.
1443,"Nanotalk: Conversations with scientists and engineers about ethics, meaning, and belief in the development of nanotechnology; This book, ""Nanotalk,"" presents a series of conversations and explorations with thirty-five nano-research scientists and engineers. In these discussions, the researchers share their ideas about the ethics, meaning, and beliefs surrounding the development of nanotechnology."
1444,"Towards the conscientious development of ethical nanotechnology; This article discusses the ethical challenges and social changes associated with nanotechnology, an emerging capability that has captured the attention of government, scientists, and the public. It argues for the conscientious development of this technology, which holds the potential for dramatic and unpredictable impacts on human existence."
1445,"Science fiction in computer science education; This panel discussion explores the use of science fiction (SF) to engage students in computer science education, making connections between technical content and human experience. Panelists from a range of schools will present overviews of how they have used SF to engage students in technical topics as well as ethical and societal issues."
1446,"Ethics, technology, and the future: an intergenerational experience in engineering education; This article explores the use of intergenerational dialogue between undergraduate engineering students and senior citizens as a learning tool in a required engineering ethics course. The dialogue helps students appreciate and understand the practical and ethical meaning of technological change by learning from the lifetime experiences of seniors."
1447,"Animals, Ethics, and Engineering: Intersections and Implications; The book ""Animals, Ethics, and Engineering: Intersections and Implications"" is a seminal work exploring the intricate relationship between technology, ethics, and the welfare of nonhuman animals. Edited by Rosalyn W. Berne, the volume brings together leading scholars and practitioners to examine the ethical responsibilities inherent in technological progress and its impact on animal well-being."
1448,Non-human Animals and a New Ethics for Engineering; This paper argues that engineering education has a critical role in addressing the sixth mass extinction by preparing engineers with a new ethical framework that dismantles the distinction between nature and technology. It submits that this new ethics must first challenge the rationalist worldview that separates humans from other animals and treats them as technologies for human use.
1449,"Race and ethics in the design of biomedical technologies: the pulse oximeter as a case in point (The Daniel W. Foster, MD, Visiting Lectureship in Medical Ethics); This lecture uses the pulse oximeter as a case study to discuss how race can become a matter of ethics in the design of biomedical devices. It highlights that despite early studies showing the device overestimates oxygen saturation in dark-skinned individuals, it remains unaltered, a disregard with significant implications during the COVID-19 pandemic."
1450,"Race Matters in Engineering and Technology; This webinar, part of the ASEM DE/I series, features a talk by Professor Rosalyn W. Berne titled ""Race Matters in Engineering and Technology."" The discussion covers the role of values in technology development and how those values can be used to create more ethically designed technology."
1451,"A practical guide to hydrogels for cell culture; This guide introduces hydrogels to researchers who may be unfamiliar with them, providing procedures for culturing and studying cells within these systems. With a focus on commercially available hydrogels, it aims to lower the knowledge barrier for scientists interested in using these materials to better recapitulate native cellular environments."
1452,"N-cadherin adhesive interactions modulate matrix mechanosensing and fate commitment of mesenchymal stem cells; This study uses a hyaluronic acid hydrogel system to show that N-cadherin adhesive interactions modulate mesenchymal stem cell (MSC) mechanosensing and fate commitment. Decoupled presentation of N-cadherin and RGD motifs revealed that N-cadherin ligation reduces the cellular contractile state and nuclear YAP/TAZ localization, altering the interpretation of ECM stiffness."
