TopicID,TopicName,Level1_Category,Level2_Category,Level3_Category,Level4_Category
1229,Tech Ethics,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
1231,Conflict Resolution,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
1233,Single-Cell Biology,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
1237,Electroconvection,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
1238,Nanoscience,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.4 Nanomaterials,
1240,Engineering Pedagogy,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.2 Educational Innovation,
1241,Materials For Extreme Environments,3. Materials Science & Engineering,3.5 Structural Materials,3.5.3 Composites,
1242,GW-BSE Method,9. Interdisciplinary & Emerging Fields,9.2 Physics & Applied Physics,9.2.3 Quantum Systems,
1243,Data-Driven Decision-Making,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.1 Business Analytics,
1244,Infectious Diseases Modeling,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
1254,Multimodal Displays,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
1255,Tactile,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
1256,Eye Tracking,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
1257,Virtual Reality/Augmented Reality/Mixed Reality,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.2 VR/AR/MR,
1258,Precision Health,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.1 Digital Health,
1260,Cancer Screening,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
1267,Sub-Threshold,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.3 VLSI & Circuits,
1270,Water Quality,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.2 Water Treatment,
1272,Groundwater,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
1273,Catalysis,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
1275,Socialization,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
1276,Sense Of Belonging,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
1278,Identity,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
1280,Low Power,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.3 VLSI & Circuits,
1283,Electrochemical Materials Science,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
1284,Electrodeposition,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.3 Thin Films & Coatings,
1285,Photoelectrochemistry,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
1286,Functional Materials,3. Materials Science & Engineering,3.3 Materials Properties & Applications,,
1290,Image Processing,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
1291,Engineering,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.1 Engineering Education,
1292,Medicine,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
1300,Multibody Mechanics,5. Mechanical & Aerospace Engineering,5.5 Dynamics & Vibrations,5.5.4 Multibody Dynamics,
1302,Corrosion Science,3. Materials Science & Engineering,3.5 Structural Materials,3.5.4 Materials Degradation,
1303,Service Life Prediction,3. Materials Science & Engineering,3.5 Structural Materials,3.5.4 Materials Degradation,
1305,Phase Transformations,3. Materials Science & Engineering,3.5 Structural Materials,3.5.1 Metals & Alloys,
1308,Cell Motility,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
1310,Computer Architecture,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
1314,Heterogeneous Computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
1319,Cultural Anthropology,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1323,Resuscitation,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
1324,Shock,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.3 Fracture & Fatigue,
1327,Diabetes Technology,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
1332,Magnetic Resonance Imaging,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
