CourseID,Number,Name,Description
415,4140,Fundamentals of Nanoelectronics,"ECE 4140 Fundamentals of Nanoelectronics  Student Evaluations Today's electronic devices are reaching nanometer dimensions where fundamental quantum and atomistic processes dominate. Instead of the traditional 'top-down' classical viewpoint in ""Solid State Device"" courses, quantum transport principles are needed to understand `bottom-up' how current flows through individual atoms, molecules, nanotubes or spintronic devices. This course provides a convenient starting point. Prerequisite: APMA 2130"
416,6140,Fundamentals of Nanoelectronics,"ECE 6140 Fundamentals of Nanoelectronics  Student Evaluations Today's electronic devices are reaching nanometer dimensions where fundamental quantum and atomistic processes dominate. Instead of the traditional 'top-down' classical viewpoint in ""Solid State Device"" courses, quantum transport principles are needed to understand `bottom-up' how current flows through individual atoms, molecules, nanotubes or spintronic devices. This course provides a convenient starting point."
417,6713,Communication Systems Engineering,"ECE 6713 Communication Systems Engineering  Student Evaluations A first graduate course in principles of communications engineering. Topics include a brief review of random process theory, principles of optimum receiver design for discrete and continuous messages, matched filters and correlation receivers, signal design, error performance for various signal geometries, Mary signaling, linear and nonlinear analog modulation, and quantization. The course also treats aspects of system design such as propagation, link power calculations, noise models, RF components, and antennas. Prerequisite: Undergraduate course in probability."
418,7995,Supervised Project Research,CPE 7995 Supervised Project Research  Student Evaluations Formal record of student commitment to project research for a Masters degree under the guidance of a faculty advisor.
419,9897,Graduate Teaching Instruction,CPE 9897 Graduate Teaching Instruction  Student Evaluations For doctoral students who are teaching assistants.
420,2630,ECE Fundamentals I,ECE 2630 ECE Fundamentals I  Student Evaluations Electrical circuits with linear applications of passive and active elements; Kirchhoff's voltage and current laws to derive circuit equations; solutions for first- and second-order transient and DC steady-state responses; AC steady-state analysis; frequency and time domain signal representations; Fourier series; phasor methods; complex impedance; transfer functions; Thevenin/Norton equivalent models; controlled sources. Prerequisite: APMA 1110.
421,6261,Microwave Engineering II,"ECE 6261 Microwave Engineering II  Student Evaluations Explores theory and design of active microwave circuits. Review of transmission line theory, impedance matching networks and scattering matrices. Transistor s-parameters, amplifier stability and gain, and low-noise amplifier design. Other topics include noise in two-port microwave networks, negative resistance oscillators, injection-locked oscillators, video detectors, and microwave mixers. Prerequisite: ECE 5260 or instructor permission."
422,4784,Wireless Communications,"ECE 4784 Machine Learning for Wireless Communications  Student Evaluations This is a survey course in the theory and technology of modern wireless communication systems, exemplified in cellular telephony, paging, microwave distribution systems, wireless networks, and even garage door openers. Wireless technology is inherently interdisciplinary, and the course seeks to serve the interests of a variety of students."
423,6784,Wireless Communications,"ECE 6784 Machine Learning for Wireless Communications  Student Evaluations This is an entry-level course on wireless communications, especially we will discuss how machine learning impacts the design of wireless systems. The goal is to teach fundamental and core techniques that enable physical layer wireless communications."
424,8897,Graduate Teaching Instruction,CPE 8897 Graduate Teaching Instruction  Student Evaluations For Computer Engineering Master's Students who are teaching assistants.
425,8999,"Non-Topical Research, Master's Thesis","CPE 8999 Non-Topical Research, Master's Thesis  Student Evaluations Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty adviser. May be repeated as necessary."
426,4850,Linear Control Systems,"ECE 4850 Linear Control Systems  Student Evaluations Explores the modeling of linear dynamic systems via differential equations and transfer functions utilizing state space representations and classical input-output representations; the analysis of systems in the time and frequency domains; study of closed-loop systems; state-space methods and the classical stability tests, such as the Routh-Hurwitz criterion, Nyquist criterion, root-locus plots and Bode plots. Prerequisite: ECE 3750 or ECE 2700"
427,6851,Linear Automatic Control Systems,"ECE 6851 Linear Automatic Control Systems  Student Evaluations Provides a working knowledge of the analysis and design of linear automatic control systems using classical methods. Introduces state space techniques; dynamic models of mechanical, electrical, hydraulic and other systems; transfer functions; block diagrams; stability of linear systems, and Nyquist criterion; frequency response methods of feedback systems design and Bode diagram; Root locus method; System design to satisfy specifications; PID controllers; compensation using Bode plots and the root locus. Powerful software is used for system design. Cross-listed as MAE 6610. Prerequisite: ECE 3750 or instructor permission."
428,5150,Microelectronic Integrated Circuit Fabrication,"ECE 5150 Microelectronic Integrated Circuit Fabrication  Student Evaluations Explores fabrication technologies for the manufacture of integrated circuits and microsystems. Emphasizes processes used for monolithic silicon-based systems and basic technologies for compound material devices. Topics include crystal properties and growth, Miller indices, Czochralski growth, impurity diffusion, concentration profiles, silicon oxidation, oxide growth kinetics, local oxidation, ion implantation, crystal annealing, photolithography and pattern transfer, wet and dry etching processes, anisotropic etches, plasma etching, reactive ion etching, plasma ashing, chemical vapor deposition and epitaxy; evaporation, sputtering, thin film evaluation, chemical-mechanical polishing, multilevel metal, device contacts, rapid thermal annealing, trench isolation, process integration, and wafer yield. Prerequisite: ECE 3103 or equivalent."
429,6465,Robots and Humans,"ECE 6465 Human-Robot Interaction  Student Evaluations Interactions between robots and humans are influenced by form, function and expectations. Quantitative techniques evaluate performance of specific tasks and functions. Qualitative techniques are used to evaluate the interaction and to understand expectations and perceptions of the human side of the interaction. Students use humanoid robots to develop and evaluate interactions within a specific application context."
430,6717,Information Theory and Coding,"ECE 6717 Information Theory and Coding  Student Evaluations A comprehensive treatment of information theory and its application to channel coding and source coding. Topics include the nature of information and its mathematical description for discrete and continuous sources; noiseless coding for a discrete source; channel capacity and channel coding theorems of Shannon; error correcting codes; introduction to rate distortion theory and practice of data compression; information and statistical measures. Prerequisite: two years of college-level mathematics including discrete probability, or consent of instructor."
431,6782,Digital Image Processing,ECE 6782 Machine Learning in Image Analysis  Student Evaluations This course focuses on an in-depth study of advanced topics and interests in image data analysis. Students will learn practical image techniques and gain mathematical fundamentals in machine learning needed to build their own models for effective problem solving. The graduate students (ECE/CS 6501) will be given additional programming tasks and more advanced theoretical questions.
432,7995,Supervised Project Research,ECE 7995 Supervised Project Research  Student Evaluations Formal record of student commitment to project research under the guidance of a faculty advisor. Registration may be repeated as necessary.
433,1010,Engineering Foundations 1,"ENGR 1010 Engineering Foundations 1  Student Evaluations This is the first in a two-semester course sequence for first-year SEAS undergraduates. Students are introduced to engineering practice and the design process, the concept of engineering as an endeavor that shapes and is shaped by society, the fundamentals of engineering ethics, and oral and visual communication. Majors and potential career paths are also introduced. Restricted to 1st Year Engineering Undergraduates or Instructor's Consent"
434,1410,Synthesis Design I,"ENGR 1410 Synthesis Design I  Student Evaluations Students set off on a two-course journey to develop (1) effective and intentional human-centered engineering design mindsets and behaviors, (2) their abilities to work in and find ways to exhibit leadership on design teams composed of people with different skills and roles, and (3) their abilities to communicate both within a design team and with external stakeholders. Prerequisite: first-year Rodman scholar status."
435,1501,Special Topics,ENGR 1501 Special Topics  Student Evaluations Student led special topic courses which vary by semester.
436,2595,Special Topics in Engineering,ENGR 2595 Special Topics in Engineering  Student Evaluations Special Topics in Engineering.
437,2995,Research for Credit,"ENGR 2995 Research for Credit  Student Evaluations Students will engage in supervised research in engineering, applying academic knowledge to real-world problems."
438,3580,Rodman Scholars Seminar,ENGR 3580 Rodman Scholars Seminar  Student Evaluations Special Topics Restricted to Rodman Scholars. Prerequisites: Rodman Scholar Status.
439,4595,Special Topics in Engineering,"ENGR 4595 Special Topics in Engineering  Student Evaluations Advance projects course to be taken in parallel with STS 4010, 4020, or can be used for an advanced undergraduate course on a topic not covered in the course offerings. Prerequisite: instructor permission."
440,6890,Industrial Applications,"ENGR 6890 Industrial Applications  Student Evaluations Students register for this course to complement an industry work experience. Topics focus on the application of engineering principles, analysis, methods and best practices in an industrial setting. A final report is required. Registration is only offered on a Credit/No Credit basis. Courses taken for Credit/No Credit may not be used for any major or degree requirements."
441,8000,Graduate Engineering Internship and Practical Training,"ENGR 8000 Graduate Engineering Internship and Practical Training  Student Evaluations Students enrolled in this course will earn academic credit while they are working at an internship to gain valuable work experience in their field of study. The description of the student's internship must be submitted to the SEAS Graduate Office for approval prior to enrolling in this course. The course instructor is the faculty who the student will be reporting to during the internship, typically the student's advisor. For MS and PhD Only."
442,1020,Engineering Foundations 2,"ENGR 1020 Engineering Foundations 2  Student Evaluations This is the second in a two-semester course sequence for first-year SEAS undergraduates. Students will engage in an open-ended authentic design project that is performed as part of a team. Technical writing is emphasized, as is designing for social responsibility. Students will develop skills for prototyping, data analysis, and modeling. Restricted to First-Year Engineering Students or Instructor's Consent"
443,1420,Synthesis Design II,"ENGR 1420 Synthesis Design II  Student Evaluations Synthesis Design II extends students' journey started in ENGR 1410 Synthesis Design I, a journey focused on developing effective and intentional human-centered engineering design mindsets and behaviors.  The distinguishing feature is a client-based project which directly engages students with how engineers can impact people and how people can impact engineers while advancing their design, teamwork, and communication skills.  Prerequisite: first-year Rodman scholar status."
444,2500,Introduction to Nanoscience and Technology,"ENGR 2500 Introduction to Nanoscience and Technology  Student Evaluations A hands-on introduction to nanoscience for students of all majors: Microfabrication, nanoscale chemical and biological self-assembly, applications, technological and ethical challenges; Labs ranging from use of scanning tunneling and atomic force microscopes to DNA fingerprinting. Lecture/discussion meeting + one lab. For first two weeks of registration, enrollment will be limited to 1st and 2nd years (then opened to all)."
445,2993,Independent Study,"ENGR 2993 Independent Study  Student Evaluations Special tutorial with a topic declared in advance. The topic, work plan, and conditions are arranged by contract between instructor and student and approved by the department Chair, with a copy to be filed in the department office. Instructor's Consent Required."
446,4880,Business and Technical Leadership in Engineering,"ENGR 4880 Business and Technical Leadership in Engineering  Student Evaluations This course on Business and Technological Leadership is normally taught by a senior level corporate executive with broad experience who serves as the Brenton S. Halsey Distinguished Visiting Professor of Chemical Engineering and Related Disciplines. The instructor provides experienced insight on business and professional issues likely to be faced by engineers early in their careers. The course normally covers major business skills and competencies in career management, leadership, working in teams, problem solving, and change management as well as international issues facing global companies. Guest speakers will provide additional insights on theses topics."
447,6501,Special Topics in Graduate Engineering,ENGR 6501 Special Topics in Graduate Engineering  Student Evaluations Special topics in graduate engineering will vary based upon student and faculty interests.
448,9997,Graduate Teaching Instruction,ENGR 9997 Graduate Teaching Instruction  Student Evaluations Graduate Teaching Instruction for doctoral students.
449,6780,Cyber-Physical Systems Technology and Ethics,"ENGR 6780 Cyber-Physical Systems Technology and Ethics  Student Evaluations This course is designed to develop cross-competency in the technical, analytical, and professional capabilities necessary for the emerging field of Cyber-Physical Systems (CPS). It provides convergence learning activities based around the applications, technologies, and system designs of CPS as well as exploring the ethical, social, and policy dimensions of CPS work. The course also emphasizes the importance of communication as a necessary skill."
450,1621,Introduction to Engineering Lab,"ENGR 1621 Introduction to Engineering Lab  Student Evaluations ENGR 1620 is a prerequisite for this course. If you have not taken ENGR 1620, take ENGR 1624 instead of this course. If you have already completed ENGR 1620, take this course. Introductory course in the use of quantitative engineering tools to model, characterize and predict system behavior. Excel and Matlab are applied to engineering problems posed in each of the engineering majors offered and several cross-curricular engineering endeavors."
451,1624,Introduction to Engineering,"ENGR 1624 Introduction to Engineering  Student Evaluations Cornerstone course for first-year SEAS undergraduates, introducing them to engineering practice and design philosophy, via exposure to open-ended, realistic , hands-on challenges. Students engage in both individual and team work, and consider the contexts in which engineering challenges arise. SEAS majors and potential career paths are also introduced. Students who have taken ENGR 1620 or 1621 or both, can't enroll in ENGR 1624."
452,3502,Special Topics in Engineering,ENGR 3502 Special Topics in Engineering  Student Evaluations Special topics in engineering will vary based upon student and faculty interests.
453,4599,Special Topics in Engineering,ENGR 4599 Special Topics in Engineering  Student Evaluations Prerequisite: instructor permission.
454,6559,Special Topics in Cyber-Physical Systems,"ENGR 6559 Special Topics in Cyber-Physical Systems  Student Evaluations This course introduces students to core concepts and principles in the engineering of Cyber-Physical Systems (CPS). It bridges the exploration of critical engineering concepts in CPS with an examination of ethics, policy and user design issues. Writing and other communication skills are emphasized, and students are required to show cumulative progress across the semester."
455,4020,Multidisciplinary Design and Development II,"ENGR 4020 Multidisciplinary Design and Development II  Student Evaluations A two-semester, multidisciplinary, capstone engineering design sequence; the primary objective of ENGR 4010/4020 is to provide students with a realistic and rigorous, culminating engineering design experience, which is reflective of contemporary professional practice. A disciplined design/development process is followed. Prerequisite: ENGR 4010"
456,4010,Multidisciplinary Design and Development I,"ENGR 4010 Multidisciplinary Design and Development I  Student Evaluations A two-semester, multidisciplinary, capstone engineering design sequence; the primary objective of ENGR 4010/4020 is to provide students with a realistic and rigorous, culminating engineering design experience, which is reflective of contemporary professional practice. A disciplined design/development process is followed. Prerequisite: 4th year Engineering"
457,900,International Scholars Independent Study,ENGR 900 International Scholars Independent Study  Student Evaluations A zero-credit course with enrollment restricted to international scholars.
458,2050,Introduction to Sustainable Energy Systems,"ENGR 2050 Introduction to Sustainable Energy Systems  Student Evaluations This course investigates a major source of human impact upon the Earth - energy consumption to fuel human activity. The course a) provides a cross-disciplinary perspective on the challenge of human-centered energy use, b) explains the historical origins of today's energy systems, c) describes current energy systems, d) examines the components of sustainable energy systems, and e) considers keys to their deployment."
459,3501,Special Topics in Engineering,ENGR 3501 Special Topics in Engineering  Student Evaluations Special topics in engineering will vary based upon student and faculty interests.
460,1501,Special Topics in Mechanical & Aerospace Engineering,MAE 1501 Special Topics in Mechanical & Aerospace Engineering  Student Evaluations Student-led special topic courses which vary by semester.
461,2020,Introduction to Mechanical Engineering,"MAE 2020 Introduction to Mechanical Engineering  Student Evaluations Overview of the mechanical engineer's role as analyst and designer. Introduction to manufacturing tools, equipment, and processes; properties of materials relative to manufacture and design. Pre-requisite: PHYS 1425 or PHYS 1420 or PHYS 1710. Co-requisite: APMA 2120 or MATH 2310 or MATH 2315"
462,2030,Introduction to Aerospace Engineering,"MAE 2030 Introduction to Aerospace Engineering  Student Evaluations Historical introduction, standard atmosphere, basic aerodynamics, airfoils and wings, flight mechanics, stability and control, propulsion (airbreathing, rocket and space), orbital mechanics."
463,2040,Computer Aided Design,"MAE 2040 Computer Aided Design  Student Evaluations Communication through engineering graphics; engineering drawing interpretation, sectioning, auxiliary views; and analysis and design of mechanical devices. Workshop includes CAD and solid modeling."
464,2100,Thermodynamics,"MAE 2100 Thermodynamics  Student Evaluations Includes the formulation of the first and second laws of thermodynamics; energy conservation; concepts of equilibrium, temperature, energy, and entropy; equations of state; processes involving energy transfer as work and heat; reversibility and irreversibility; closed and open systems; and cyclic processes. Prerequisite: APMA 1110 or MATH 1320"
465,2300,Statics,"MAE 2300 Statics  Student Evaluations Basic concepts of mechanics, systems of forces and couples: equilibrium of particles and rigid bodies; analysis of structures: trusses, frames, machines; internal forces, shear and bending moment diagrams; distributed forces; friction, centroids and moments of inertia; introduction to stress and strain; computer applications. Cross-listed as CE 2300. Prerequisite: PHYS 1425 or PHYS 1420 or PHYS 1710"
466,2310,Strength of Materials,"MAE 2310 Strength of Materials  Student Evaluations Normal stress and strain, thermal strain, shear stress, shear strain; stress and strain transformations; Mohr's circle for plane stress and strain; stresses due to combined loading; axially loaded members; torsion of circular and thin-walled closed sections; statically indeterminate systems; deformation, strains and stresses in beams; beam deflections; column stability. Prerequisites: MAE 2300 or CE 2300"
467,2320,Dynamics,"MAE 2320 Dynamics  Student Evaluations Kinematic and kinetic aspects of motion modeling applied to rigid bodies and mechanisms. Focus on free-body-analysis. Use of work-energy and impulse-momentum motion prediction methods. Use of Cartesian and simple non-Cartesian coordinate systems. Rotational motion, angular momentum, and rotational kinetic-energy modeling; body mass rotational moment of inertia. Relative-velocity and acceleration. Prerequisite: MAE 2300 or CE 2300"
468,3210,Fluid Mechanics,MAE 3210 Fluid Mechanics  Student Evaluations Introduction to fluid flow concepts and equations; characteristics of a fluid; mass and momentum conservation equations; fluid statics including buoyancy; Reynolds¿ Transport Theorem; Bernoulli's equation; viscous effects; Couette and Poiseuille flow; pipe and internal flow systems; fluid power systems; external boundary layers; flow over objects and associated lift and drag forces.  Corequisite: APMA 3140 or equivalent.
469,3230,Thermal Fluids Laboratory,"MAE 3230 Thermal Fluids Laboratory  Student Evaluations Application of experimental methods for thermal-fluid behavior. Topics include fluid properties, pressure and buoyancy, jet momentum, dimensional analysis, pipe flow, data analysis, particle image velocimetry, and measurement uncertainty. The laboratory experience will include activities to reinforce principles from Thermodynamics (MAE 2100) and Fluid Mechanics (MAE 3210).  Corequisite: MAE 3210 OR MAE 3215"
470,3310,Aerospace Structures,MAE 3310 Aerospace Structures  Student Evaluations Analyzes the design of elements under combined stresses; bending and torsional stresses in thin-walled beams; energy and other methods applied to statically determinate and indeterminate aerospace structural elements; buckling of simple structural members; and matrix and finite element analysis. Prerequisite: MAE 2310 or CE 2310.
471,3420,Computational Methods in Mechanical & Aerospace Engineering,"MAE 3420 Computational Methods in Mechanical & Aerospace Engineering  Student Evaluations Introduces numerical modeling concepts used in engineering simulation tools like computational fluid dynamics and structural mechanics analysis software. Topics covered include discretization methods of partial differential equations, numerical solutions of linear matrix equations, and relaxation techniques for solving stiff equation sets. As part of the course, students will use Matlab, CFD, and mechanical analysis tools."
472,3610,Aerospace Materials,"MAE 3610 Aerospace Materials  Student Evaluations Introduces physical-chemical/microstructural and working mechanical properties, along with practical applications, for materials of wide interest on aerospace materials. Includes common metal, polymer, ceramic, and composite materials. Topics include standard materials names/designations; standard forming methods; usual strengthening means; temperature and temperature-history effects. Prerequisite CHEM 1410 or 1610 or CHEM 1810: Corequisite MAE 2310 or CE 2310."
473,3710,Mechanical Systems,"MAE 3710 Mechanical Systems  Student Evaluations Presents general concepts of dynamical systems modeling and provides mathematical tools to develop and analyze models that describe input/output behaviors of physical systems. Topics include basic elements of mechanical systems, transfer functions, frequency response, stability and poles, resonance and natural frequency, transient and time constant, steady state and DC gain, block diagrams. Prerequisites: MAE 2320 and APMA 2130"
474,4120,Aerospace Propulsion,"MAE 4120 Aerospace Propulsion  Student Evaluations Aero- and thermodynamics of compressible fluids in air-breathing and rocket engines. Performance and cycle analysis of air-breathing engines, emphasizing turbojets, turbofans, turboprops, and ramjets; space propulsion including rocket dynamics, thrust chamber thermodynamics, and propulsion performance; performance of axial-flow and centrifugal compressors; turbines; and the matching of engine components. Prerequisite: MAE 3210 and MAE 2100."
475,4501,Special Topics in Mechanical Engineering,"MAE 4501 Special Topics in Mechanical Engineering  Student Evaluations Applies basic engineering science, design methods, and systems analysis to developing areas and current problems in mechanical engineering. Topics vary based on student and faculty interest. Prerequisite: 3rd or 4th year standing."
476,4504,Special Topics in Aerospace Engineering,"MAE 4504 Special Topics in Aerospace Engineering  Student Evaluations Applies basic engineering science, design methods, and systems analysis to developing areas and current problems in aerospace engineering. Topics vary based on student and faculty interest. Prerequisite: Third or Fourth-year standing."
477,4511,Mechanical Engineering Special Project,"MAE 4511 Mechanical Engineering Special Project  Student Evaluations Individual survey, analysis, or apparatus project in the mechanical engineering field, concluded with the submission of a formal report. Subject originates with students wishing to develop a technical idea of personal interest. One hour conference per week. Prerequisite: Professional standing and prior approval by a faculty member who is project supervisor. Prerequisite: fourth year standing."
478,4513,Aerospace Engineering Special Projects,"MAE 4513 Aerospace Engineering Special Projects  Student Evaluations Applied research in areas pertinent to aerospace engineering; conducted in close consultation with a departmental faculty advisor. Includes the design and construction of experiments, analysis, or the investigation of physical phenomena. The research may be related to ongoing faculty research and may be the topic of the senior thesis, but its scope must be significantly beyond that required for the thesis. Prerequisite Fourth yr. standing."
479,4514,Aerospace Engineering Special Projects,"MAE 4514 Aerospace Engineering Special Projects  Student Evaluations Applied research in areas pertinent to aerospace engineering; conducted in close consultation with a departmental faculty advisor. Includes the design and construction of experiments, analysis, or the investigation of physical phenomena. The research may be related to ongoing faculty research and may be the topic of the senior thesis, but its scope must be significantly beyond that required for the thesis. Prerequisite Fourth yr. standing"
480,4610,Mechanical Engineering Design I,"MAE 4610 Mechanical Engineering Design I  Student Evaluations Coverage of the design process including project management, specifications, budgeting and case histories, Conceptual, preliminary, and detailed design phases. Technical proposal and report preparation and technical presentations. Organization of design teams to work on specific semester long mechanical design projects selected to illustrate the design process. Engineering 4th Year Standing or instructor permission."
481,4620,Mechanical Engineering Design II,"MAE 4620 Mechanical Engineering Design II  Student Evaluations A continuation of MAE 4610 that applies the design process to projects. Organization of design teams to work on specific semester-long design projects, including oral presentations and written reports. Pre- or Co-Requisite MAE 4610"
482,4720,Advanced Mechatronics,"MAE 4720 Advanced Mechatronics  Student Evaluations Mechatronics studies synergistic integration of mechanical engineering, electronics, and intelligent control in the design and manufacture of devices. Advanced Mechatronics follows MAE 4710 Mechatronics and dives deeper into circuits, electromechanical actuators, analog and digital signals, sensors, control algorithms, and microcontroller programming. An emphasis is placed on synergistically combining components to design and invent new products."
483,4740,Mechanical Vibrations,"MAE 4740 Mechanical Vibrations  Student Evaluations Studies free and forced vibration of damped and undamped single and multiple degree of freedom systems. Includes modeling of discrete and continuous mass systems; application to vibration measurement instruments; analysis of concepts of modal analysis; concepts of linear stability; application to rotating machinery, Prerequisite MAE 2320, corequisite MAE 3710"
484,4790,Aerospace Engineering Design I,"MAE 4790 Aerospace Engineering Design I  Student Evaluations Analyze design requirements for and produce the conceptual design of an aircraft or a spacecraft. Includes synthesis of materials, structures, propulsion, flight mechanics, avionics, data handling and telemetry, stability and control, interior and external configuration, and all systems. Exploration of industrial design tools and program management strategies. Work in teams. Oral presentations and report writing. Design topics vary. Pre-requisite: 4th Year Standing in Aerospace Engineering"
485,6020,Continuum Mechanics with Applications,"MAE 6020 Continuum Mechanics with Applications  Student Evaluations Introduces continuum mechanics and mechanics of deformable solids. Vectors and cartesian tensors, stress, strain, deformation, equations of motion, constitutive laws, introduction to elasticity, thermal elasticity, viscoelasticity, plasticity, and fluids. Cross-listed as APMA 6020, AM 6020. Taught concurrently w/ CE 6720. Prerequisite: Instructor permission."
486,6230,Vibrations,MAE 6230 Vibrations  Student Evaluations Topics include free and forced vibrations of undamped and damped single- and multi-degree-of-freedom systems; modal analyses; continuous systems; matrix formulations; finite element equations; direct integration methods; and eigenvalue solution methods. Cross-listed as CE 6731. Prerequisite: Instructor permission.
487,6360,Gas Dynamics,"MAE 6360 Gas Dynamics  Student Evaluations Analyzes the theory and solution methods applicable to multi-dimensional compressible inviscid gas flows at subsonic, supersonic, and hypersonic speeds; similarity and scaling rules from small-petrurbation theory, introduction to transonic and hypersonic flows; method-of-characteristics applications to nozzle flows, jet expansions, and flows over bodies one dimensional non-steady flows; properties of gases in thermodynamic equilibrium, including kinetic-theory, chemical-thermodynamics, and statistical-mechanics considerations; dissociation and ionization process; quasi-equilibrium flows; and introduction to non-equilibrium flows. Prerequisite: MAE 6100."
488,6410,Engineering Mathematics I,"MAE 6410 Engineering Mathematics I  Student Evaluations Review of ordinary differential equations, initial/boundary value problems. Linear algebra including systems of linear equations, matrices, eigenvalues, eigenvectors, diagonalization. Solution of partial differential equations that govern physical phenomena in science and engineering by separation by variables, superposition, Fourier series, variation of parameter, d'Alembert's solution. Cross-listed as APMA 6410. Prerequisite: Graduate standing."
489,6592,Special Topics in Mechanical and Aerospace Science: Intermediate Level,"MAE 6592 Special Topics in Mechanical and Aerospace Science: Intermediate Level  Student Evaluations Study of a specialized, advanced, or exploratory topic relating to mechanical or aerospace engineering science, at the first-graduate-course level. May be offered on a seminar or a team-taught basis. Subjects selected according to faculty interest. New graduate courses are usually introduced in this form. Specific topics and prerequisites are listed in the Course Offering Directory."
490,6600,Introduction to Control Systems,"MAE 6600 Introduction to Control Systems  Student Evaluations This course has been developed for general graduate students and advanced undergraduate students in engineering. Assuming only basic knowledge of matrix operations, differential equations and electric circuits, the course aims to introduce, through numerous examples, fundamental concepts and tools for the analysis and design of control systems."
491,6720,Computational Fluid Dynamics I,"MAE 6720 Computational Fluid Dynamics I  Student Evaluations Includes the solution of flow and heat transfer problems involving steady and transient convective and diffusive transport; superposition and panel methods for inviscid flow, finite-difference methods for elliptic, parabolic and hyperbolic partial differential equations, elementary grid generation for odd geometries, primitive variable and vorticity-steam function algorithms for incompressible, multidimensional flows. Extensive use of personal computers/workstations, including interactive graphics. Prerequisite: MAE 6310 or instructor permission."
492,6780,Cyber-Physical Systems Technology and Ethics,"MAE 6780 Cyber-Physical Systems Technology and Ethics  Student Evaluations This course is designed to develop cross-competency in the technical, analytical, and professional capabilities necessary for the emerging field of Cyber-Physical Systems (CPS). It provides convergence learning activities based around the applications, technologies, and system designs of CPS as well as exploring the ethical, social, and policy dimensions of CPS work. The course also emphasizes the importance of communication as a necessary skill."
493,6870,Applied Engineering Optics,"MAE 6870 Applied Engineering Optics  Student Evaluations Analyzes modern engineering optics and methods; fundamentals of coherence, diffraction interference, polarization, and lasing processes; fluid mechanics, heat transfer, stress/strain, vibrations, and manufacturing applications; laboratory practice: interferometry, schlieren/shadowgraph, and laser velocimetry. Prerequisite: PHYS 2415."
494,6993,Independent Study in Mechanical or Aerospace Science: Intermediate Level,MAE 6993 Independent Study in Mechanical or Aerospace Science: Intermediate Level  Student Evaluations Independent study of first-year graduate level material under the supervision of a faculty member. Prerequisite: Students must petition the department Graduate Studies Committee before enrolling.
495,7510,"Research Seminar, Mechanical and Aerospace Engineering: Master's Students","MAE 7510 Research Seminar, Mechanical and Aerospace Engineering: Master's Students  Student Evaluations Required one-hour weekly seminar for master's students in mechanical and aerospace and nuclear engineering. Students enrolled in MAE 8999 or 6594/7540 make formal presentations of their work."
496,7530,Independent Study in Mechanical or Aerospace Engineering Science: Advanced,MAE 7530 Independent Study in Mechanical or Aerospace Engineering Science: Advanced  Student Evaluations Independent study of advanced graduate material under the supervision of a faculty member. Prerequisite: Students must petition the department Graduate Studies Committee before enrolling.
497,7720,Computational Fluid Dynamics II,"MAE 7720 Computational Fluid Dynamics II  Student Evaluations A continuation of MAE 6720. More advanced methods for grid generation, transformation of governing equations for odd geometries, methods for compressible flows, methods for parabolic flows, calculations using vector and parallel computers. Use of personal computers/workstations/supercomputer, including graphics. Prerequisite: MAE 6720 or instructor permission."
498,8591,"Research Seminar, Mechanical and Aerospace Engineering: Doctoral Students","MAE 8591 Research Seminar, Mechanical and Aerospace Engineering: Doctoral Students  Student Evaluations Required one-hour weekly seminar for doctoral students in mechanical, aerospace, and nuclear engineering. Students enrolled in MAE 9999 may make formal presentations of their work."
499,8897,Graduate Teaching Instruction,MAE 8897 Graduate Teaching Instruction  Student Evaluations For master's students.
500,8999,"Master's Thesis Research, Mechanical and Aerospace Engineering","MAE 8999 Master's Thesis Research, Mechanical and Aerospace Engineering  Student Evaluations Formal documentation of faculty supervision of thesis research. Each full-time, resident Master of Science student in mechanical and aerospace engineering is required to register for this course for the number of credits equal to the difference between his or her regular course load (not counting the one-credit MAE 7510 seminar) and 12."
501,9897,Graduate Teaching Instruction,MAE 9897 Graduate Teaching Instruction  Student Evaluations For doctoral students.
502,9999,"Dissertation Research, Mechanical and Aerospace Engineering","MAE 9999 Dissertation Research, Mechanical and Aerospace Engineering  Student Evaluations Formal documentation of faculty supervision of dissertation research. Each full-time resident doctoral student in mechanical and aerospace engineering is required to register for this course for the number of credits equal to the difference between his or her regular course load (not counting the one-credit MAE 8591 seminar) and 12."
503,7030,Injury Biomechanics,"MAE 7030 Injury Biomechanics  Student Evaluations This is an advanced applications course on the biomechanical basis of human injury and injury modeling. The course covers the etiology of human injury and state-of-the-art analytic and synthetic mechanical models of human injury. The course will have a strong focus on modeling the risk of impact injuries to the head, neck, thorax, abdomen and extremities. The course will explore the biomechanical basis of widely used and proposed human injury criteria and will investigate the use of these criteria with simplified dummy surrogates to assess human injury risk. Brief introductions to advanced topics such as human biomechanical variation with age and sex, and the biomechanics of injury prevention will be presented based on current research and the interests of the students. Prerequisite: MAE 6080."
504,2330,Mechanics Laboratory,"MAE 2330 Mechanics Laboratory  Student Evaluations Application of experimental methods for the mechanical behavior of components and materials. Topics include mechanical measurement systems (load cells, accelerometers, extensometers, rotary sensors, etc.), truss design, destructive material testing methods (e.g. tensil test), connections, data analysis, experiment design and technical writing. Co-requisites: MAE 2320 Dynamics and MAE 2310 Strength of Materials."
